txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trial_start,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,trial_end,Q1_Slider.response,Q1_Slider.rt,Q1_Slider.started,Q1_Slider.stopped,Q2_Slider.response,Q2_Slider.rt,Q2_Slider.started,Q2_Slider.stopped,Q3_Slider.response,Q3_Slider.rt,Q3_Slider.started,Q3_Slider.stopped,Q4_Slider.response,Q4_Slider.rt,Q4_Slider.started,Q4_Slider.stopped,Q5_Slider.response,Q5_Slider.rt,Q5_Slider.started,Q5_Slider.stopped,Q6_Slider.response,Q6_Slider.rt,Q6_Slider.started,Q6_Slider.stopped,Q7_Slider.response,Q7_Slider.rt,Q7_Slider.started,Q7_Slider.stopped,Q8_Slider.response,Q8_Slider.rt,Q8_Slider.started,Q8_Slider.stopped,Q9_Slider.response,Q9_Slider.rt,Q9_Slider.started,Q9_Slider.stopped,Q10_Slider.response,Q10_Slider.rt,Q10_Slider.started,Q10_Slider.stopped,Q11_Slider.response,Q11_Slider.rt,Q11_Slider.started,Q11_Slider.stopped,Q12_Slider.response,Q12_Slider.rt,Q12_Slider.started,Q12_Slider.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,Click_to_Continue_2.started,Click_to_Continue_2.stopped,Q13_Slider.response,Q13_Slider.rt,Q13_Slider.started,Q13_Slider.stopped,Q14_Slider.response,Q14_Slider.rt,Q14_Slider.started,Q14_Slider.stopped,Q15_Slider.response,Q15_Slider.rt,Q15_Slider.started,Q15_Slider.stopped,Q16_Slider.response,Q16_Slider.rt,Q16_Slider.started,Q16_Slider.stopped,Q17_Slider.response,Q17_Slider.rt,Q17_Slider.started,Q17_Slider.stopped,Q18_Slider.response,Q18_Slider.rt,Q18_Slider.started,Q18_Slider.stopped,Q19_Slider.response,Q19_Slider.rt,Q19_Slider.started,Q19_Slider.stopped,Q20_Slider.response,Q20_Slider.rt,Q20_Slider.started,Q20_Slider.stopped,Q21_Slider.response,Q21_Slider.rt,Q21_Slider.started,Q21_Slider.stopped,Q22_Slider.response,Q22_Slider.rt,Q22_Slider.started,Q22_Slider.stopped,Q23_Slider.response,Q23_Slider.rt,Q23_Slider.started,Q23_Slider.stopped,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,PresstoCont_2.started,PresstoCont_2.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,mouse_6.started,mouse_6.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 14:,stim/Au_art_20034.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_art_20034.jpg,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:26:18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.3050802999933,1685.3250329000002,1685.3250329000002,None,2.0,20.524660099996254,1685.3250329000002,None,3.0,21.25944100000197,1685.3250329000002,None,1685.3250329000002,None,1.0,22.303674599999795,1685.3250329000002,None,"[-0.30277777, -0.32407406, -0.45277777, 0.29814816, 0.5324074]","[-0.106481485, -0.08796296, -0.3, -0.19907407, -0.43148148]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.300656500010518, 10.35415220001596, 11.093921399995452, 12.173936000006506, 13.01757210001233]",['Click_to_Continue_7'],10.028697860019747,None,1697.6414436999767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 15:,stim/Tp_D_CRN_M_N_cha10166_nat10123_12273.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CRN_M_N_cha10166_nat10123_12273.jpg.png,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:26:18",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:26:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.3965572000016,1708.4214301999891,1708.4214301999891,None,2.0,16.657180899986997,1708.4214301999891,None,4.0,17.482095700019272,1708.4214301999891,None,1708.4214301999891,None,1.0,18.305199299997184,1708.4214301999891,None,"[-0.33333334, -0.36018518, 0.31574073, 0.59166664]","[-0.11574074, -0.29814816, -0.20648149, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.4833192999940366, 7.302441100007854, 8.168411799997557, 9.6633434999967]",['Click_to_Continue_7'],10.029635460028658,None,1716.7327528999886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 16:,stim/Tp_D_CRN_M_N_nat00032_art00025_11427.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Tp_D_CRN_M_N_nat00032_art00025_11427.jpg,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:26:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.1278558999766,1728.158739299979,1728.134614199982,None,1.0,24.727010500006145,1728.134614199982,None,4.0,25.9592695000174,1728.134614199982,None,1728.134614199982,None,3.0,27.170089199993527,1728.134614199982,None,"[-0.5824074, -0.34537038, 0.5, 0.52685183]","[-0.10925926, -0.30555555, -0.18703704, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[14.532505900016986, 15.813467500003753, 17.003471500007436, 18.225519900006475]",['Click_to_Continue_7'],10.020965760020772,None,1745.332963599998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 17:,stim/Au_cha_30348.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Au_cha_30348.jpg.png,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.4088003999786,1756.441432099993,1756.4193169999926,None,2.0,17.68133790002321,1756.4193169999926,None,5.0,19.92671960001462,1756.4193169999926,None,1756.4193169999926,None,1.0,20.921316399995703,1756.4193169999926,None,"[-0.32962963, -0.25185186, 0.30648148, 0.5564815]","[-0.10277778, -0.30925927, -0.18240741, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.47230349999154, 9.723222400003579, 10.734431599994423, 11.755945599987172]",['Click_to_Continue_7'],10.019656160002341,None,1767.3621507999778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 18:,stim/Au_nat_10124.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_nat_10124.jpg,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.2195904999971,1778.2535206999746,1778.2317523999955,None,1.0,14.090109799988568,1778.2317523999955,None,4.0,15.21178919999511,1778.2317523999955,None,1778.2317523999955,None,1.0,16.39889330000733,1778.2317523999955,None,"[-0.57592595, -0.3537037, 0.29907408, 0.55277777]","[-0.09351852, -0.29537037, -0.17777778, -0.44074073]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.911341300001368, 4.985015000012936, 6.255656499997713, 7.208091500011506]",['Click_to_Continue_7'],10.025397860008525,None,1784.6493804999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 19:,stim/Au_nat_10142.bmp,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_nat_10142.bmp,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:27:45",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:28:04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.48880739999,1795.5438994999859,1795.518499799975,None,1.0,16.393900199997006,1795.518499799975,None,4.0,17.811203199991724,1795.518499799975,None,1795.518499799975,None,1.0,18.644682999991346,1795.518499799975,None,"[-0.5796296, -0.34074074, 0.3, 0.55]","[-0.11111111, -0.29537037, -0.19444445, -0.45740741]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.2374000000127126, 7.6227674999972805, 8.469527700013714, 9.43539040000178]",['Click_to_Continue_7'],10.039045259996783,None,1804.1759747999895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.6308393999934196,1809.771372599993,1853.6636141999916,3.0,5.781514700007392,1809.771372599993,1853.6636141999916,4.0,11.412553600006504,1809.771372599993,1853.6636141999916,3.0,12.86073290000786,1809.771372599993,1853.6636141999916,3.0,15.699736300011864,1809.771372599993,1853.6636141999916,3.0,16.819011200015666,1809.771372599993,1853.6636141999916,3.0,20.937928600003943,1809.771372599993,1853.6636141999916,3.0,26.502509300014935,1809.771372599993,1853.6636141999916,4.0,29.48034579999512,1809.771372599993,1853.6636141999916,4.0,34.077360399998724,1809.771372599993,1853.6636141999916,4.0,40.826412499998696,1809.771372599993,1853.6636141999916,4.0,43.91308470000513,1809.771372599993,1853.6636141999916,"[-0.43148148, -0.45462963, -0.31851852, -0.44444445, -0.44351852, -0.4351852, 0.5546296, 0.44814816, 0.4564815, 0.5509259, 0.5685185, 0.55277777, 0.5648148, -0.34444445, -0.56296295, -0.56203705, -0.44907406, -0.34444445, -0.55277777, -0.45555556, 0.44814816, 0.45092592, 0.46296296, 0.45555556, 0.45185184, 0.5324074]","[0.40648147, 0.25092593, 0.1037037, -0.042592593, -0.18240741, -0.33888888, 0.4101852, 0.3888889, 0.2611111, 0.11666667, -0.050925925, -0.19166666, -0.34074074, 0.38981482, 0.23796296, 0.09907407, -0.04537037, -0.05462963, -0.20185184, -0.35092592, 0.39166668, 0.23981482, 0.107407406, -0.044444446, -0.2074074, -0.43055555]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3.40338969998993, 5.464770199992927, 11.176607500005048, 12.62149610000779, 15.43813379999483, 16.555401099991286, 19.870581299997866, 20.590237800002797, 26.254480800009333, 29.229484100011177, 33.90727759999572, 40.572972399997525, 43.64488169999095, 47.990926200000104, 52.35933390000719, 56.37132440001005, 61.392358499986585, 62.612861300003715, 69.41206319999765, 76.37543730001198, 80.68125170000712, 82.4933391000086, 86.54751470001065, 93.79413409999688, 96.19307720000506, 97.56849040000816]",['Click_to_Continue_2'],0.006441839999752119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.2406267999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 1:,stim/Au_ani_00001.jpg,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Au_ani_00001.jpg.png,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,"Friday, July 22, 2022 11:29:49",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:30:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.1500137999828,None,4.0,48.24293610002496,1853.6636141999916,None,2.0,52.61146790001658,1853.6636141999916,None,2.0,56.54111799999373,1853.6636141999916,None,4.0,62.918120100017404,1853.6636141999916,None,2.0,69.67653530000825,1853.6636141999916,None,3.0,76.55760189998546,1853.6636141999916,None,3.0,80.94469530001516,1853.6636141999916,None,3.0,82.67412949999562,1853.6636141999916,None,3.0,86.74304040000425,1853.6636141999916,None,3.0,93.97977080001147,1853.6636141999916,None,3.0,96.39466520000133,1853.6636141999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.3886454999738,1919.446760299994,1919.4223681000003,None,1.0,28.136627400002908,1919.4223681000003,None,3.0,29.61857799999416,1919.4223681000003,None,1919.4223681000003,None,3.0,30.80287379998481,1919.4223681000003,None,"[-0.5740741, -0.4564815, 0.49444443, 0.5416667]","[-0.11666667, -0.29166666, -0.19166666, -0.44814816]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[17.886622599995462, 19.397112699982245, 20.61928220000118, 21.69320759997936]",['Click_to_Continue_6'],10.050800360011635,None,1940.2230458999984,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 2:,stim/Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_S_B_ind00018_ind00089_00007.tif.png,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,"Friday, July 22, 2022 11:30:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:30:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.1558178999985,1951.186480799981,1951.1609510999988,None,2.0,26.351590200007195,1951.1609510999988,None,4.0,27.712126200000057,1951.1609510999988,None,1951.1609510999988,None,1.0,29.85960649998742,1951.1609510999988,None,"[-0.3101852, -0.33888888, -0.34814814, 0.28425926, 0.2962963, 0.51666665]","[-0.07962963, -0.09166667, -0.29074073, -0.18703704, -0.18425927, -0.44166666]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[15.619034100003773, 16.230428200011374, 17.559406500018667, 18.67384609999135, 19.704170400014846, 20.905996799992863]",['Click_to_Continue_6'],10.024550360016292,None,1971.0460937999887,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 3:,stim/Au_ani_00003.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00003.jpg.png,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,"Friday, July 22, 2022 11:30:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.111395999993,1982.1365103999851,1982.1111629999941,None,1.0,17.406646299990825,1982.1111629999941,None,4.0,18.702008499996737,1982.1111629999941,None,1982.1111629999941,None,3.0,20.26846540000406,1982.1111629999941,None,"[-0.58055556, -0.34166667, 0.51574075, 0.5074074, 0.5611111]","[-0.107407406, -0.2962963, -0.18981482, -0.18796296, -0.45462963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7.233592000004137, 8.52195710001979, 9.483595099998638, 10.144392999995034, 11.078999599994859]",['Click_to_Continue_6'],10.015544059977401,None,1992.4111455999955,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 4:,stim/Au_ani_00005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00005.jpg.png,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.2270941000024,2003.2425395999744,2003.2425395999744,None,2.0,15.382273299997905,2003.2425395999744,None,4.0,16.22223810001742,2003.2425395999744,None,2003.2425395999744,None,1.0,17.723860900005093,2003.2425395999744,None,"[-0.32592592, -0.3462963, 0.30925927, 0.57222223]","[-0.107407406, -0.30648148, -0.2037037, -0.43796295]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.224588800017955, 6.025581099995179, 7.560041899996577, 8.427080299996305]",['Click_to_Continue_6'],10.022008139989339,None,2010.9818410000007,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 5:,stim/Tp_D_CND_M_N_art00076_art00077_10289.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00076_art00077_10289.tif.png,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:31",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.7107160000014,2021.732436899998,2021.7086252000008,None,2.0,20.48918629999389,2021.7086252000008,None,4.0,21.345617799990578,2021.7086252000008,None,2021.7086252000008,None,1.0,22.368480600009207,2021.7086252000008,None,"[-0.31851852, -0.35092592, 0.31851852, 0.59537035]","[-0.09351852, -0.30462962, -0.18611111, -0.44444445]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.338964299997315, 11.169294299994363, 12.218284999980824, 13.325981199974194]",['Click_to_Continue_6'],10.017098259995691,None,2034.1105742999935,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 6:,stim/Tp_D_CND_M_N_art00077_art00076_10290.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00077_art00076_10290.tif.png,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,"Friday, July 22, 2022 11:31:54",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:32:18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.0734018999792,2045.099738799996,2045.0744561999745,None,2.0,21.1220839000016,2045.0744561999745,None,4.0,21.856480199989164,2045.0744561999745,None,2045.0744561999745,None,1.0,23.22923679999076,2045.0744561999745,None,"[-0.33333334, -0.34537038, 0.30092594, 0.5564815]","[-0.108333334, -0.2935185, -0.2, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.973905699996976, 11.737931000010576, 13.10844320000615, 14.003393699997105]",['Click_to_Continue_6'],10.023320959997363,None,2058.3324472999957,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 7:,stim/Au_ani_00017.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00017.jpg.png,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,"Friday, July 22, 2022 11:32:18",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:32:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.126719699998,2069.1650270999817,2069.140380099998,None,1.0,14.956822699983604,2069.140380099998,None,4.0,16.013372799992794,2069.140380099998,None,2069.140380099998,None,1.0,17.834566500008805,2069.140380099998,None,"[-0.57222223, -0.3564815, 0.30092594, 0.53518516]","[-0.11296296, -0.29814816, -0.21574074, -0.45462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.786153699998977, 5.830568600009428, 7.698451400006888, 8.716515000007348]",['Click_to_Continue_6'],10.02648916002363,None,2076.9935607999796,None,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
