Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?
8,image,no,0.358464583,0.558740694,0.342911993,0.530000502,0.464710345,-16531.90018,143154.8648,124754.3394,6384.36541,37.43896552,-0.883091969,-0.511409326,0.318313472,0.869249351,0.56025718,0.14755914,19.82124352,-110.0816062,97.79533679,0,0,0.83512043,72.84848485,920,1,24.8679026,5,28.2985685,2,30.4996189,1,0
8,image,no,0.381966291,0.4804316,0.370751608,0.461338339,0.467823266,-16551.93483,143103.4532,124670.4839,6387.193548,37.42514362,-0.882057878,-0.509454984,0.324069132,0.895347267,0.568367314,0.14791874,19.91157556,-109.9276527,97.95337621,0,0,0.309018667,74.89655172,878.6206897,1,15.7043529,5,16.3845305,3,22.5556902,1,1
8,image,no,0.574600071,0.584636404,0.561511802,0.581412707,0.468014692,-16553.17006,143574.2282,124895.198,6620.838926,37.41546961,-0.79417893,0.279128978,0.226240803,0.634473244,0.39432437,0.345181507,41.12040134,-109.1337793,91.11538462,0,0,0.131072222,69.05555556,1011.111111,1,19.6463681,5,21.3856826,3,23.1216858,1,1
8,image,no,0.588386315,0.559799385,0.573653226,0.557171949,0.471549729,-16575.54828,142834.3473,124555.6695,6266.704698,37.42945556,-0.906423786,-0.452072027,0.324671692,1.546038655,0.522178752,0.335670121,21.29480737,-110.7537688,97.78726968,0,0,0.056708333,68.16666667,1606.666667,1,19.8094221,5,21.0534598,3,22.5217844,1,1
8,image,no,0.460740245,0.323401044,0.443246888,0.314619772,0.475691689,-16601.39271,142071.223,124234.433,6039.128114,37.45686667,-0.934250295,-0.403193625,0.31509327,0.804153483,0.680567696,0.048313968,24.08146399,-113.2089728,94.78040142,0,0,0.021210784,56.53846154,1310.769231,2,20.7394779,3,28.8740527,1,31.5194898,1,0
8,image,no,0.511600014,0.428688505,0.495272501,0.417200302,0.476038446,-16603.55606,142283.9325,124337.9543,6109.392818,37.45599642,-0.926917481,-0.410440825,0.328989142,0.904166124,0.571253552,0.14121646,24.10857763,-112.8859935,95.2204126,0,0,0.006205405,72.02439024,890.7317073,2,26.5673635,5,28.6873374,1,36.3200625,1,0
8,image,no,0.584236958,0.358065961,0.567774475,0.344316475,0.477710004,-16613.83477,141806.0672,124106.9059,6167.026895,37.43587854,-0.889095006,-0.375387333,0.436940317,0.73762972,0.376307975,0.256887909,23.63459196,-111.9683313,96.83313033,0,0,0.0018,62.96,1318.4,2,25.237495,4,26.6932675,3,28.6965905,1,0
8,image,no,0.462735299,0.491621622,0.448104943,0.47982484,0.479378891,-16624.03212,142207.0507,124359.7612,6285.347761,37.42614286,-0.897308036,-0.377691964,0.422998512,0.879312312,0.531213752,0.151335925,22.79613095,-112.4345238,96.3139881,0,0,0.000614815,62,1308,1,22.7601246,5,23.6786178,3,26.6413027,1,1
8,image,no,0.497027223,0.3476525,0.484257242,0.326973956,0.481805051,-16638.72438,142304.8889,124421.0613,6327.883142,37.44531646,-0.894290631,-0.380137667,0.427502868,0.869390805,0.546239845,0.137719512,22.82217973,-112.2715105,96.38240918,0,0,0.000261905,72.125,886.6666667,1,15.9116296,4,17.7528029,3,19.8012224,0,0
8,image,no,0.284167402,0.532613045,0.281830115,0.498395376,0.48413694,-16652.70803,142062.5101,124299.9375,6242.354839,37.45986755,-0.893435743,-0.382835341,0.427267068,0.89515493,0.586040404,0.138463675,22.69879518,-112.1666667,96.39156627,0,0,0.000125,70.38888889,1095.555556,1,14.6517774,5,15.6356508,3,19.2024492,1,1
8,image,no,0.555570385,0.5800649,0.550126201,0.574382951,0.486810695,-16668.57309,142254.0293,124397.7546,6334.309524,37.5034939,-0.916833638,-0.396945155,0.364954296,0.834968635,0.766869403,0.114388994,22.89213894,-113.4625229,94.97989031,0,0,1.00E-04,64.46153846,1649.230769,2,13.5441497,5,18.7765978,1,20.786398,0,1
8,image,no,0.477425615,0.476294938,0.456278904,0.439694477,0.490082761,-16687.77095,142141.3629,124245.2641,6309.532258,37.52364238,-0.911901606,-0.406335341,0.368825301,0.877891348,0.54288664,0.142460251,22.3935743,-113.2449799,95.10240964,0,0,0,55.21428571,1480,1,14.850598,5,17.1275628,3,19.593435,1,0
8,image,no,0.459932757,0.461765779,0.447068187,0.43712072,0.493479731,-16707.40844,142152.8604,124246.9496,6370.443165,37.55864762,-0.908740316,-0.402490674,0.379971306,0.888017341,0.57583913,0.142453292,22.33859397,-112.9081779,95.21090387,0,0,0,51.4375,1625,1,17.1191736,5,19.1066759,3,25.8259173,1,0
8,image,no,0.44427519,0.396607241,0.437532465,0.366991703,0.498000172,-16733.14174,142228.694,124346.847,6426.61057,37.62606422,-0.908911357,-0.403796399,0.378908587,0.89764624,0.573155245,0.145437126,22.31024931,-112.8878116,95.18144044,0.00035,0.066667,1.889622222,57.45,1518,2,22.1579903,4,26.4582149,1,28.1904563,1,1
8,image,no,0.471042728,0.4988132,0.461793682,0.47942008,0.501715801,-16753.96008,142037.2975,124215.2322,6325.230326,37.70870253,-0.917977055,-0.343047801,0.405437859,1.299126195,0.529149712,0.206447106,24.53537285,-114.5258126,94.71128107,0,0,1.197803125,48.90909091,1912.727273,2,17.2017975,4,19.6634858,1,20.5433479,1,0
8,image,no,0.480320374,0.508870312,0.448488067,0.48837147,0.5045204,-16769.46193,142014.7607,124151.2116,6358.806045,37.739925,-0.924909774,-0.319348371,0.410105263,0.89983208,0.588204545,0.148374359,25.31578947,-115.1077694,94.61403509,0,0,0.618083333,50.85714286,2177.142857,1,13.1012178,4,14.0439914,3,15.1481579,0,0
8,image,no,0.459346069,0.497779318,0.443357138,0.4548621,0.506900897,-16782.48262,141907.1136,123967.6941,6329.604396,37.7495,-0.921559415,-0.320252285,0.416056673,0.896288848,0.533162706,0.134836893,25.33272395,-114.9506399,94.61608775,0,0,0.322110606,41.3,2008,2,17.105791,5,18.4995993,1,20.1228865,0,1
8,image,no,0.555390241,0.5005678,0.548514445,0.47573577,0.510247019,-16800.57286,141765.62,123880.0509,6283.019194,37.7505873,-0.915946463,-0.32207457,0.424970363,0.868630769,0.556716475,0.152617558,24.9541109,-113.9971319,94.81453155,0,0,0.112334127,50.19230769,1686.153846,1,36.033643,4,36.9304916,3,39.7198345,1,1
8,image,no,0.547917383,0.55513954,0.535697759,0.51897369,0.513065615,-16815.64832,141582.5586,123896.2875,6279.516484,37.69501212,-0.915714808,-0.320899452,0.425842779,0.901480804,0.555238532,0.136723197,24.99085923,-114.0146252,94.96892139,0,0,0.034495455,49.33333333,1716.666667,1,16.207068,5,17.0286551,3,21.6374701,1,1
8,image,no,0.562702083,0.534970981,0.538731836,0.511043936,0.513057386,-16815.59673,143210.308,124657.4636,6572.787445,37.4326567,-0.86930326,-0.433093714,0.392559534,1.034842657,0.453882767,0.687467643,20.31315483,-109.1196158,98.94383003,0,0,0.004709639,64.20909091,1254.545455,,,,,,,,
