LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1660661360.907700,1732638.000,5842,2,MX,1,100,-5
1660661360.946299,1732675.667,5859,3,MX,1,100,-6
1660661360.984899,1732713.333,5859,3,MX,1,100,-7
1660661361.023499,1732751.000,5859,3,MX,1,100,-7
1660661361.066027,1732792.500,5876,2,MX,1,100,-7
1660661361.108555,1732834.000,5876,2,MX,1,100,-7
1660661361.153303,1732877.667,5892,3,MX,1,100,-6
1660661361.198051,1732921.333,5892,3,MX,1,100,-6
1660661361.242800,1732965.000,5892,3,MX,1,100,-7
1660661361.281399,1733002.667,5908,3,MX,1,100,-7
1660661361.319999,1733040.333,5908,3,MX,1,100,-7
1660661361.358599,1733078.000,5908,3,MX,1,100,-5
1660661361.400102,1733118.500,5926,2,MX,1,100,-6
1660661361.441605,1733159.000,5926,2,MX,1,100,-6
1660661361.480205,1733196.667,5942,3,MX,1,100,-6
1660661361.518805,1733234.333,5942,3,MX,1,100,-6
1660661361.557404,1733272.000,5942,3,MX,1,100,-6
1660661361.596345,1733310.000,5959,3,MX,1,100,-5
1660661361.635287,1733348.000,5959,3,MX,1,100,-6
1660661361.674228,1733386.000,5959,3,MX,1,100,-7
1660661361.715731,1733426.500,5976,2,MX,1,100,-7
1660661361.757235,1733467.000,5976,2,MX,1,100,-6
1660661361.795834,1733504.667,5995,3,MX,1,100,-6
1660661361.834434,1733542.333,5995,3,MX,1,100,-7
1660661361.873034,1733580.000,5995,3,MX,1,100,-6
1660661361.911292,1733617.333,6016,3,MX,1,100,-6
1660661361.949550,1733654.667,6016,3,MX,1,100,-6
1660661361.987808,1733692.000,6016,3,MX,1,100,-6
1660661362.032898,1733736.000,6035,3,MX,1,100,-6
1660661362.077988,1733780.000,6035,3,MX,1,100,-6
1660661362.123078,1733824.000,6035,3,MX,1,100,-6
1660661362.156383,1733856.500,6051,2,MX,1,100,-6
1660661362.189688,1733889.000,6051,2,MX,1,100,-5
1660661362.234436,1733932.667,6066,3,MX,1,100,-7
1660661362.279184,1733976.333,6066,3,MX,1,100,-7
1660661362.323933,1734020.000,6066,3,MX,1,100,-6
1660661362.365948,1734061.000,6083,2,MX,1,100,-5
1660661362.407964,1734102.000,6083,2,MX,1,100,-6
1660661362.446563,1734139.667,6100,3,MX,1,100,-6
1660661362.485163,1734177.333,6100,3,MX,1,100,-6
1660661362.523763,1734215.000,6100,3,MX,1,100,-6
1660661362.562021,1734252.333,6116,3,MX,1,100,-7
1660661362.600279,1734289.667,6116,3,MX,1,100,-6
1660661362.638537,1734327.000,6116,3,MX,1,100,-6
1660661362.681065,1734368.500,6133,2,MX,1,100,-6
1660661362.723593,1734410.000,6133,2,MX,1,100,-6
1660661362.761851,1734447.333,6148,3,MX,1,100,-7
1660661362.800109,1734484.667,6148,3,MX,1,100,-6
1660661362.838367,1734522.000,6148,3,MX,1,100,-7
1660661362.876967,1734559.667,6165,3,MX,1,100,-7
1660661362.915567,1734597.333,6165,3,MX,1,100,-6
1660661362.954167,1734635.000,6165,3,MX,1,100,-7
1660661362.995670,1734675.500,6181,2,MX,1,100,-6
1660661363.037173,1734716.000,6181,2,MX,1,100,-5
1660661363.076114,1734754.000,6200,3,MX,1,100,-7
1660661363.115056,1734792.000,6200,3,MX,1,100,-7
1660661363.153997,1734830.000,6200,3,MX,1,100,-6
1660661363.196012,1734871.000,6216,2,MX,1,100,-6
1660661363.238028,1734912.000,6216,2,MX,1,100,-6
1660661363.277311,1734950.333,6233,3,MX,1,100,-6
1660661363.316594,1734988.667,6233,3,MX,1,100,-6
1660661363.355877,1735027.000,6233,3,MX,1,100,-6
1660661363.396868,1735067.000,6252,2,MX,1,100,-6
1660661363.437858,1735107.000,6252,2,MX,1,100,-6
1660661363.482607,1735150.667,6269,3,MX,1,100,-8
1660661363.527355,1735194.333,6269,3,MX,1,100,-6
1660661363.572103,1735238.000,6269,3,MX,1,100,-6
1660661363.605921,1735271.000,6284,2,MX,1,100,-7
1660661363.639738,1735304.000,6284,2,MX,1,100,-7
1660661363.683462,1735346.667,6301,3,MX,1,100,-8
1660661363.727185,1735389.333,6301,3,MX,1,100,-7
1660661363.770909,1735432.000,6301,3,MX,1,100,-6
1660661363.809509,1735469.667,6317,3,MX,1,100,-7
1660661363.848108,1735507.333,6317,3,MX,1,100,-7
1660661363.886708,1735545.000,6317,3,MX,1,100,-7
1660661363.925649,1735583.000,6334,3,MX,1,100,-7
1660661363.964590,1735621.000,6334,3,MX,1,100,-7
1660661364.003532,1735659.000,6334,3,MX,1,100,-8
1660661364.044010,1735698.500,6351,2,MX,1,100,-7
1660661364.084489,1735738.000,6351,2,MX,1,100,-6
1660661364.124113,1735776.667,6368,3,MX,1,100,-7
1660661364.163738,1735815.333,6368,3,MX,1,100,-7
1660661364.203362,1735854.000,6368,3,MX,1,100,-6
1660661364.245378,1735895.000,6383,2,MX,1,100,-7
1660661364.287393,1735936.000,6383,2,MX,1,100,-7
1660661364.325993,1735973.667,6403,3,MX,1,100,-7
1660661364.364593,1736011.333,6403,3,MX,1,100,-7
1660661364.403192,1736049.000,6403,3,MX,1,100,-7
1660661364.442133,1736087.000,6419,3,MX,1,100,-6
1660661364.481075,1736125.000,6419,3,MX,1,100,-6
1660661364.520016,1736163.000,6419,3,MX,1,100,-7
1660661364.562032,1736204.000,6436,2,MX,1,100,-7
1660661364.604047,1736245.000,6436,2,MX,1,100,-6
1660661364.645038,1736285.000,6451,2,MX,1,100,-6
1660661364.686029,1736325.000,6451,2,MX,1,100,-7
1660661364.724970,1736363.000,6468,3,MX,1,100,-6
1660661364.763911,1736401.000,6468,3,MX,1,100,-7
1660661364.802853,1736439.000,6468,3,MX,1,100,-6
1660661364.847260,1736482.333,6484,3,MX,1,100,-8
1660661364.891666,1736525.667,6484,3,MX,1,100,-6
1660661364.936073,1736569.000,6484,3,MX,1,100,-7
1660661364.969378,1736601.500,6501,2,MX,1,100,-7
1660661365.002683,1736634.000,6501,2,MX,1,100,-7
1660661365.044357,1736674.667,6520,6,MX,1,100,-7
1660661365.086031,1736715.333,6520,6,MX,1,100,-6
1660661365.127705,1736756.000,6520,6,MX,1,100,-7
1660661365.169379,1736796.667,6520,6,MX,1,100,-6
1660661365.211053,1736837.333,6520,6,MX,1,100,-8
1660661365.252727,1736878.000,6520,6,MX,1,100,-7
1660661365.293205,1736917.500,6536,2,MX,1,100,-6
1660661365.333684,1736957.000,6536,2,MX,1,100,-7
1660661365.372967,1736995.333,6554,3,MX,1,100,-6
1660661365.412250,1737033.667,6554,3,MX,1,100,-6
1660661365.451533,1737072.000,6554,3,MX,1,100,-7
1660661365.490132,1737109.667,6570,3,MX,1,100,-6
1660661365.528732,1737147.333,6570,3,MX,1,100,-7
1660661365.567332,1737185.000,6570,3,MX,1,100,-6
1660661365.609347,1737226.000,6586,2,MX,1,100,-8
1660661365.651363,1737267.000,6586,2,MX,1,100,-7
1660661365.690304,1737305.000,6602,3,MX,1,100,-5
1660661365.729245,1737343.000,6602,3,MX,1,100,-6
1660661365.768187,1737381.000,6602,3,MX,1,100,-7
1660661365.809690,1737421.500,6621,2,MX,1,100,-6
1660661365.851193,1737462.000,6621,2,MX,1,100,-7
1660661365.889451,1737499.333,6637,3,MX,1,100,-6
1660661365.927709,1737536.667,6637,3,MX,1,100,-7
1660661365.965967,1737574.000,6637,3,MX,1,100,-6
1660661366.008496,1737615.500,6655,2,MX,1,100,-6
1660661366.051023,1737657.000,6655,2,MX,1,100,-6
1660661366.089623,1737694.667,6670,3,MX,1,100,-7
1660661366.128223,1737732.333,6670,3,MX,1,100,-7
1660661366.166822,1737770.000,6670,3,MX,1,100,-7
1660661366.210888,1737813.000,6689,3,MX,1,100,-6
1660661366.254953,1737856.000,6689,3,MX,1,100,-7
1660661366.299018,1737899.000,6689,3,MX,1,100,-7
1660661366.340521,1737939.500,6706,2,MX,1,100,-7
1660661366.382024,1737980.000,6706,2,MX,1,100,-6
1660661366.420966,1738018.000,6723,3,MX,1,100,-7
1660661366.459907,1738056.000,6723,3,MX,1,100,-6
1660661366.498848,1738094.000,6723,3,MX,1,100,-6
1660661366.537448,1738131.667,6739,3,MX,1,100,-6
1660661366.576048,1738169.333,6739,3,MX,1,100,-7
1660661366.614647,1738207.000,6739,3,MX,1,100,-7
1660661366.657175,1738248.500,6754,2,MX,1,100,-7
1660661366.699703,1738290.000,6754,2,MX,1,100,-7
1660661366.738303,1738327.667,6773,3,MX,1,100,-8
1660661366.776903,1738365.333,6773,3,MX,1,100,-7
1660661366.815502,1738403.000,6773,3,MX,1,100,-6
1660661366.854444,1738441.000,6790,3,MX,1,100,-5
1660661366.893385,1738479.000,6790,3,MX,1,100,-6
1660661366.932326,1738517.000,6790,3,MX,1,100,-6
1660661366.973830,1738557.500,6806,2,MX,1,100,-7
1660661367.015333,1738598.000,6806,2,MX,1,100,-7
1660661367.054274,1738636.000,6824,3,MX,1,100,-6
1660661367.093215,1738674.000,6824,3,MX,1,100,-8
1660661367.132156,1738712.000,6824,3,MX,1,100,-6
1660661367.171917,1738750.800,6846,5,MX,1,100,-7
1660661367.211679,1738789.600,6846,5,MX,1,100,-5
1660661367.251440,1738828.400,6846,5,MX,1,100,-7
1660661367.291201,1738867.200,6846,5,MX,1,100,-7
1660661367.330962,1738906.000,6846,5,MX,1,100,-5
1660661367.371440,1738945.500,6863,2,MX,1,100,-6
1660661367.411919,1738985.000,6863,2,MX,1,100,-8
1660661367.452090,1739024.200,6880,5,MX,1,100,-7
1660661367.492261,1739063.400,6880,5,MX,1,100,-7
1660661367.532432,1739102.600,6880,5,MX,1,100,-7
1660661367.572603,1739141.800,6880,5,MX,1,100,-7
1660661367.612774,1739181.000,6880,5,MX,1,100,-7
1660661367.654277,1739221.500,6896,2,MX,1,100,-6
1660661367.695780,1739262.000,6896,2,MX,1,100,-7
1660661367.734380,1739299.667,6914,3,MX,1,100,-6
1660661367.772980,1739337.333,6914,3,MX,1,100,-7
1660661367.811579,1739375.000,6914,3,MX,1,100,-6
1660661367.854107,1739416.500,6928,2,MX,1,100,-6
1660661367.896635,1739458.000,6928,2,MX,1,100,-6
1660661367.941384,1739501.667,6945,3,MX,1,100,-6
1660661367.986132,1739545.333,6945,3,MX,1,100,-8
1660661368.030880,1739589.000,6945,3,MX,1,100,-6
1660661368.063673,1739621.000,6963,2,MX,1,100,-6
1660661368.096466,1739653.000,6963,2,MX,1,100,-7
1660661368.141214,1739696.667,6982,3,MX,1,100,-7
1660661368.185962,1739740.333,6982,3,MX,1,100,-9
1660661368.230711,1739784.000,6982,3,MX,1,100,-6
1660661368.268969,1739821.333,7000,3,MX,1,100,-6
1660661368.307227,1739858.667,7000,3,MX,1,100,-7
1660661368.345485,1739896.000,7000,3,MX,1,100,-7
1660661368.386988,1739936.500,7016,2,MX,1,100,-7
1660661368.428491,1739977.000,7016,2,MX,1,100,-7
1660661368.467432,1740015.000,7032,3,MX,1,100,-6
1660661368.506374,1740053.000,7032,3,MX,1,100,-7
1660661368.545315,1740091.000,7032,3,MX,1,100,-7
1660661368.583573,1740128.333,7049,3,MX,1,100,-6
1660661368.621831,1740165.667,7049,3,MX,1,100,-7
1660661368.660089,1740203.000,7049,3,MX,1,100,-6
1660661368.699031,1740241.000,7066,3,MX,1,100,-7
1660661368.737972,1740279.000,7066,3,MX,1,100,-7
1660661368.776913,1740317.000,7066,3,MX,1,100,-6
1660661368.819441,1740358.500,7083,2,MX,1,100,-7
1660661368.861969,1740400.000,7083,2,MX,1,100,-6
1660661368.900911,1740438.000,7097,3,MX,1,100,-7
1660661368.939852,1740476.000,7097,3,MX,1,100,-7
1660661368.978793,1740514.000,7097,3,MX,1,100,-7
1660661369.020296,1740554.500,7115,2,MX,1,100,-6
1660661369.061800,1740595.000,7115,2,MX,1,100,-6
1660661369.103815,1740636.000,7132,2,MX,1,100,-5
1660661369.145831,1740677.000,7132,2,MX,1,100,-7
1660661369.185114,1740715.333,7149,3,MX,1,100,-7
1660661369.224396,1740753.667,7149,3,MX,1,100,-7
1660661369.263679,1740792.000,7149,3,MX,1,100,-6
1660661369.308086,1740835.333,7166,3,MX,1,100,-8
1660661369.352493,1740878.667,7166,3,MX,1,100,-6
1660661369.396899,1740922.000,7166,3,MX,1,100,-6
1660661369.429692,1740954.000,7181,2,MX,1,100,-6
1660661369.462485,1740986.000,7181,2,MX,1,100,-6
1660661369.506208,1741028.667,7197,3,MX,1,100,-7
1660661369.549932,1741071.333,7197,3,MX,1,100,-7
1660661369.593656,1741114.000,7197,3,MX,1,100,-7
1660661369.631914,1741151.333,7215,3,MX,1,100,-7
1660661369.670172,1741188.667,7215,3,MX,1,100,-6
1660661369.708430,1741226.000,7215,3,MX,1,100,-5
1660661369.750958,1741267.500,7231,2,MX,1,100,-6
1660661369.793486,1741309.000,7231,2,MX,1,100,-6
1660661369.832085,1741346.667,7247,3,MX,1,100,-6
1660661369.870685,1741384.333,7247,3,MX,1,100,-7
1660661369.909285,1741422.000,7247,3,MX,1,100,-6
1660661369.948568,1741460.333,7264,3,MX,1,100,-7
1660661369.987851,1741498.667,7264,3,MX,1,100,-6
1660661370.027133,1741537.000,7264,3,MX,1,100,-6
1660661370.069149,1741578.000,7283,2,MX,1,100,-7
1660661370.111165,1741619.000,7283,2,MX,1,100,-7
1660661370.150106,1741657.000,7299,3,MX,1,100,-7
1660661370.189047,1741695.000,7299,3,MX,1,100,-7
1660661370.227988,1741733.000,7299,3,MX,1,100,-6
1660661370.270004,1741774.000,7316,2,MX,1,100,-7
1660661370.312020,1741815.000,7316,2,MX,1,100,-8
1660661370.350961,1741853.000,7331,3,MX,1,100,-7
1660661370.389902,1741891.000,7331,3,MX,1,100,-6
1660661370.428843,1741929.000,7331,3,MX,1,100,-6
1660661370.469322,1741968.500,7348,2,MX,1,100,-7
1660661370.509800,1742008.000,7348,2,MX,1,100,-7
1660661370.548400,1742045.667,7364,3,MX,1,100,-6
1660661370.587000,1742083.333,7364,3,MX,1,100,-6
1660661370.625600,1742121.000,7364,3,MX,1,100,-7
1660661370.670006,1742164.333,7382,3,MX,1,100,-5
1660661370.714413,1742207.667,7382,3,MX,1,100,-7
1660661370.758820,1742251.000,7382,3,MX,1,100,-7
1660661370.800323,1742291.500,7399,2,MX,1,100,-6
1660661370.841826,1742332.000,7399,2,MX,1,100,-6
1660661370.880767,1742370.000,7415,3,MX,1,100,-7
1660661370.919709,1742408.000,7415,3,MX,1,100,-6
1660661370.958650,1742446.000,7415,3,MX,1,100,-7
1660661371.000666,1742487.000,7432,2,MX,1,100,-7
1660661371.042681,1742528.000,7432,2,MX,1,100,-6
1660661371.081281,1742565.667,7450,3,MX,1,100,-6
1660661371.119881,1742603.333,7450,3,MX,1,100,-7
1660661371.158480,1742641.000,7450,3,MX,1,100,-6
1660661371.197763,1742679.333,7466,3,MX,1,100,-7
1660661371.237046,1742717.667,7466,3,MX,1,100,-7
1660661371.276329,1742756.000,7466,3,MX,1,100,-5
1660661371.318857,1742797.500,7482,2,MX,1,100,-7
1660661371.361385,1742839.000,7482,2,MX,1,100,-7
1660661371.399643,1742876.333,7500,3,MX,1,100,-7
1660661371.437901,1742913.667,7500,3,MX,1,100,-6
1660661371.476159,1742951.000,7500,3,MX,1,100,-7
1660661371.514759,1742988.667,7517,3,MX,1,100,-6
1660661371.553359,1743026.333,7517,3,MX,1,100,-6
1660661371.591958,1743064.000,7517,3,MX,1,100,-7
1660661371.632949,1743104.000,7533,2,MX,1,100,-6
1660661371.673940,1743144.000,7533,2,MX,1,100,-7
1660661371.712881,1743182.000,7551,3,MX,1,100,-7
1660661371.751822,1743220.000,7551,3,MX,1,100,-6
1660661371.790764,1743258.000,7551,3,MX,1,100,-6
1660661371.832267,1743298.500,7565,2,MX,1,100,-6
1660661371.873770,1743339.000,7565,2,MX,1,100,-8
1660661371.918177,1743382.333,7582,3,MX,1,100,-6
1660661371.962584,1743425.667,7582,3,MX,1,100,-6
1660661372.006990,1743469.000,7582,3,MX,1,100,-7
1660661372.045590,1743506.667,7602,3,MX,1,100,-6
1660661372.084190,1743544.333,7602,3,MX,1,100,-6
1660661372.122789,1743582.000,7602,3,MX,1,100,-7
1660661372.162072,1743620.333,7619,3,MX,1,100,-7
1660661372.201355,1743658.667,7619,3,MX,1,100,-7
1660661372.240638,1743697.000,7619,3,MX,1,100,-5
1660661372.279238,1743734.667,7637,3,MX,1,100,-6
1660661372.317837,1743772.333,7637,3,MX,1,100,-6
1660661372.356437,1743810.000,7637,3,MX,1,100,-7
1660661372.401186,1743853.667,7660,3,MX,1,100,-7
1660661372.445934,1743897.333,7660,3,MX,1,100,-4
1660661372.490682,1743941.000,7660,3,MX,1,100,-7
1660661372.524499,1743974.000,7676,2,MX,1,100,-6
1660661372.558317,1744007.000,7676,2,MX,1,100,-7
1660661372.602041,1744049.667,7693,3,MX,1,100,-6
1660661372.645764,1744092.333,7693,3,MX,1,100,-7
1660661372.689488,1744135.000,7693,3,MX,1,100,-6
1660661372.722280,1744167.000,7712,2,MX,1,100,-7
1660661372.755073,1744199.000,7712,2,MX,1,100,-5
1660661372.799480,1744242.333,7729,3,MX,1,100,-7
1660661372.843886,1744285.667,7729,3,MX,1,100,-7
1660661372.888293,1744329.000,7729,3,MX,1,100,-7
1660661372.926551,1744366.333,7745,3,MX,1,100,-7
1660661372.964809,1744403.667,7745,3,MX,1,100,-7
1660661373.003067,1744441.000,7745,3,MX,1,100,-7
1660661373.045595,1744482.500,7762,2,MX,1,100,-7
1660661373.088123,1744524.000,7762,2,MX,1,100,-7
1660661373.127406,1744562.333,7778,3,MX,1,100,-6
1660661373.166689,1744600.667,7778,3,MX,1,100,-5
1660661373.205972,1744639.000,7778,3,MX,1,100,-7
1660661373.246963,1744679.000,7795,2,MX,1,100,-6
1660661373.287954,1744719.000,7795,2,MX,1,100,-7
1660661373.326895,1744757.000,7812,3,MX,1,100,-7
1660661373.365836,1744795.000,7812,3,MX,1,100,-5
1660661373.404778,1744833.000,7812,3,MX,1,100,-6
1660661373.446793,1744874.000,7827,2,MX,1,100,-7
1660661373.488809,1744915.000,7827,2,MX,1,100,-7
1660661373.527408,1744952.667,7843,3,MX,1,100,-7
1660661373.566008,1744990.333,7843,3,MX,1,100,-7
1660661373.604608,1745028.000,7843,3,MX,1,100,-6
1660661373.643208,1745065.667,7861,3,MX,1,100,-7
1660661373.681807,1745103.333,7861,3,MX,1,100,-6
1660661373.720407,1745141.000,7861,3,MX,1,100,-7
1660661373.761910,1745181.500,7877,2,MX,1,100,-6
1660661373.803413,1745222.000,7877,2,MX,1,100,-7
1660661373.842355,1745260.000,7894,3,MX,1,100,-6
1660661373.881296,1745298.000,7894,3,MX,1,100,-6
1660661373.920237,1745336.000,7894,3,MX,1,100,-5
1660661373.961740,1745376.500,7908,2,MX,1,100,-6
1660661374.003243,1745417.000,7908,2,MX,1,100,-5
1660661374.047309,1745460.000,7929,3,MX,1,100,-6
1660661374.091374,1745503.000,7929,3,MX,1,100,-7
1660661374.135439,1745546.000,7929,3,MX,1,100,-7
1660661374.174039,1745583.667,7945,3,MX,1,100,-7
1660661374.212638,1745621.333,7945,3,MX,1,100,-7
1660661374.251238,1745659.000,7945,3,MX,1,100,-6
1660661374.289155,1745696.000,7963,4,MX,1,100,-6
1660661374.327071,1745733.000,7963,4,MX,1,100,-7
1660661374.364988,1745770.000,7963,4,MX,1,100,-6
1660661374.402904,1745807.000,7963,4,MX,1,100,-6
1660661374.443895,1745847.000,7979,2,MX,1,100,-6
1660661374.484886,1745887.000,7979,2,MX,1,100,-6
1660661374.523827,1745925.000,7996,3,MX,1,100,-6
1660661374.562768,1745963.000,7996,3,MX,1,100,-6
1660661374.601710,1746001.000,7996,3,MX,1,100,-7
1660661374.644238,1746042.500,8011,2,MX,1,100,-6
1660661374.686766,1746084.000,8011,2,MX,1,100,-6
1660661374.731172,1746127.333,8028,3,MX,1,100,-6
1660661374.775579,1746170.667,8028,3,MX,1,100,-7
1660661374.819986,1746214.000,8028,3,MX,1,100,-6
1660661374.852266,1746245.500,8044,2,MX,1,100,-7
1660661374.884546,1746277.000,8044,2,MX,1,100,-9
1660661374.929295,1746320.667,8063,3,MX,1,100,-6
1660661374.974043,1746364.333,8063,3,MX,1,100,-6
1660661375.018791,1746408.000,8063,3,MX,1,100,-6
1660661375.057049,1746445.333,8081,3,MX,1,100,-6
1660661375.095307,1746482.667,8081,3,MX,1,100,-7
1660661375.133566,1746520.000,8081,3,MX,1,100,-6
1660661375.176094,1746561.500,8096,2,MX,1,100,-7
1660661375.218621,1746603.000,8096,2,MX,1,100,-6
1660661375.257563,1746641.000,8112,3,MX,1,100,-6
1660661375.296504,1746679.000,8112,3,MX,1,100,-8
1660661375.335445,1746717.000,8112,3,MX,1,100,-7
1660661375.373703,1746754.333,8130,3,MX,1,100,-7
1660661375.411962,1746791.667,8130,3,MX,1,100,-6
1660661375.450220,1746829.000,8130,3,MX,1,100,-6
1660661375.489161,1746867.000,8146,3,MX,1,100,-7
1660661375.528102,1746905.000,8146,3,MX,1,100,-6
1660661375.567044,1746943.000,8146,3,MX,1,100,-7
1660661375.609571,1746984.500,8163,2,MX,1,100,-6
1660661375.652100,1747026.000,8163,2,MX,1,100,-5
1660661375.693090,1747066.000,8178,2,MX,1,100,-7
1660661375.734081,1747106.000,8178,2,MX,1,100,-6
1660661375.773022,1747144.000,8195,3,MX,1,100,-7
1660661375.811964,1747182.000,8195,3,MX,1,100,-6
1660661375.850905,1747220.000,8195,3,MX,1,100,-7
1660661375.892408,1747260.500,8211,2,MX,1,100,-7
1660661375.933911,1747301.000,8211,2,MX,1,100,-6
1660661375.973194,1747339.333,8229,3,MX,1,100,-7
1660661376.012477,1747377.667,8229,3,MX,1,100,-6
1660661376.051760,1747416.000,8229,3,MX,1,100,-7
1660661376.092751,1747456.000,8244,2,MX,1,100,-6
1660661376.133742,1747496.000,8244,2,MX,1,100,-6
1660661376.172683,1747534.000,8261,3,MX,1,100,-7
1660661376.211624,1747572.000,8261,3,MX,1,100,-7
1660661376.250566,1747610.000,8261,3,MX,1,100,-6
1660661376.294289,1747652.667,8278,3,MX,1,100,-7
1660661376.338013,1747695.333,8278,3,MX,1,100,-7
1660661376.381736,1747738.000,8278,3,MX,1,100,-7
1660661376.421019,1747776.333,8295,3,MX,1,100,-7
1660661376.460302,1747814.667,8295,3,MX,1,100,-6
1660661376.499585,1747853.000,8295,3,MX,1,100,-7
1660661376.541600,1747894.000,8311,2,MX,1,100,-4
1660661376.583616,1747935.000,8311,2,MX,1,100,-7
1660661376.621874,1747972.333,8326,3,MX,1,100,-7
1660661376.660132,1748009.667,8326,3,MX,1,100,-6
1660661376.698390,1748047.000,8326,3,MX,1,100,-6
1660661376.740406,1748088.000,8343,2,MX,1,100,-6
1660661376.782422,1748129.000,8343,2,MX,1,100,-7
1660661376.821704,1748167.333,8360,3,MX,1,100,-6
1660661376.860987,1748205.667,8360,3,MX,1,100,-7
1660661376.900270,1748244.000,8360,3,MX,1,100,-7
1660661376.938528,1748281.333,8376,3,MX,1,100,-7
1660661376.976786,1748318.667,8376,3,MX,1,100,-6
1660661377.015044,1748356.000,8376,3,MX,1,100,-7
1660661377.057572,1748397.500,8393,2,MX,1,100,-6
1660661377.100101,1748439.000,8393,2,MX,1,100,-7
1660661377.138700,1748476.667,8409,3,MX,1,100,-6
1660661377.177300,1748514.333,8409,3,MX,1,100,-7
1660661377.215899,1748552.000,8409,3,MX,1,100,-7
1660661377.256890,1748592.000,8426,2,MX,1,100,-6
1660661377.297881,1748632.000,8426,2,MX,1,100,-7
1660661377.336481,1748669.667,8443,3,MX,1,100,-7
1660661377.375081,1748707.333,8443,3,MX,1,100,-7
1660661377.413680,1748745.000,8443,3,MX,1,100,-6
1660661377.455696,1748786.000,8462,2,MX,1,100,-7
1660661377.497711,1748827.000,8462,2,MX,1,100,-7
1660661377.541777,1748870.000,8476,3,MX,1,100,-7
1660661377.585842,1748913.000,8476,3,MX,1,100,-6
1660661377.629907,1748956.000,8476,3,MX,1,100,-8
1660661377.667823,1748993.000,8501,4,MX,1,100,-7
1660661377.705740,1749030.000,8501,4,MX,1,100,-6
1660661377.743656,1749067.000,8501,4,MX,1,100,-7
1660661377.781573,1749104.000,8501,4,MX,1,100,-4
1660661377.820173,1749141.667,8517,3,MX,1,100,-6
1660661377.858772,1749179.333,8517,3,MX,1,100,-6
1660661377.897372,1749217.000,8517,3,MX,1,100,-6
1660661377.942120,1749260.667,8532,3,MX,1,100,-6
1660661377.986869,1749304.333,8532,3,MX,1,100,-6
1660661378.031617,1749348.000,8532,3,MX,1,100,-7
1660661378.073120,1749388.500,8550,2,MX,1,100,-7
1660661378.114623,1749429.000,8550,2,MX,1,100,-6
1660661378.152881,1749466.333,8569,3,MX,1,100,-7
1660661378.191139,1749503.667,8569,3,MX,1,100,-7
1660661378.229398,1749541.000,8569,3,MX,1,100,-7
1660661378.268339,1749579.000,8585,3,MX,1,100,-6
1660661378.307280,1749617.000,8585,3,MX,1,100,-5
1660661378.346221,1749655.000,8585,3,MX,1,100,-7
1660661378.388237,1749696.000,8602,2,MX,1,100,-6
1660661378.430253,1749737.000,8602,2,MX,1,100,-6
1660661378.468511,1749774.333,8617,3,MX,1,100,-7
1660661378.506769,1749811.667,8617,3,MX,1,100,-6
1660661378.545027,1749849.000,8617,3,MX,1,100,-6
1660661378.583627,1749886.667,8634,3,MX,1,100,-6
1660661378.622226,1749924.333,8634,3,MX,1,100,-7
1660661378.660826,1749962.000,8634,3,MX,1,100,-6
1660661378.702329,1750002.500,8651,2,MX,1,100,-6
1660661378.743833,1750043.000,8651,2,MX,1,100,-7
1660661378.782432,1750080.667,8668,3,MX,1,100,-6
1660661378.821032,1750118.333,8668,3,MX,1,100,-6
1660661378.859632,1750156.000,8668,3,MX,1,100,-7
1660661378.901647,1750197.000,8684,4,MX,1,100,-8
1660661378.943663,1750238.000,8684,4,MX,1,100,-6
1660661378.985678,1750279.000,8684,4,MX,1,100,-5
1660661379.027694,1750320.000,8684,4,MX,1,100,-6
1660661379.069197,1750360.500,8703,2,MX,1,100,-7
1660661379.110700,1750401.000,8703,2,MX,1,100,-6
1660661379.149642,1750439.000,8717,3,MX,1,100,-6
1660661379.188583,1750477.000,8717,3,MX,1,100,-6
1660661379.227524,1750515.000,8717,3,MX,1,100,-6
1660661379.266465,1750553.000,8734,3,MX,1,100,-7
1660661379.305407,1750591.000,8734,3,MX,1,100,-7
1660661379.344348,1750629.000,8734,3,MX,1,100,-6
1660661379.384826,1750668.500,8751,2,MX,1,100,-6
1660661379.425305,1750708.000,8751,2,MX,1,100,-7
1660661379.463905,1750745.667,8768,3,MX,1,100,-7
1660661379.502504,1750783.333,8768,3,MX,1,100,-6
1660661379.541104,1750821.000,8768,3,MX,1,100,-6
1660661379.583632,1750862.500,8784,2,MX,1,100,-6
1660661379.626160,1750904.000,8784,2,MX,1,100,-7
1660661379.666638,1750943.500,8802,2,MX,1,100,-6
1660661379.707117,1750983.000,8802,2,MX,1,100,-6
1660661379.746058,1751021.000,8818,3,MX,1,100,-5
1660661379.784999,1751059.000,8818,3,MX,1,100,-7
1660661379.823941,1751097.000,8818,3,MX,1,100,-5
1660661379.868689,1751140.667,8835,3,MX,1,100,-7
1660661379.913437,1751184.333,8835,3,MX,1,100,-6
1660661379.958186,1751228.000,8835,3,MX,1,100,-7
1660661379.991491,1751260.500,8852,2,MX,1,100,-7
1660661380.024796,1751293.000,8852,2,MX,1,100,-6
1660661380.069544,1751336.667,8868,3,MX,1,100,-7
1660661380.114292,1751380.333,8868,3,MX,1,100,-7
1660661380.159041,1751424.000,8868,3,MX,1,100,-5
