RD,TS_received,TS_sent,AK,RoundTrip,
312040,312063,2022-08-04_10-06-50-510586,312072,23,
317128,317155,2022-08-04_10-06-55-728917,317158,27,
322237,322260,2022-08-04_10-07-00-967018,322264,23,
327388,327413,2022-08-04_10-07-06-247248,327416,25,
332542,332578,2022-08-04_10-07-11-545575,332581,36,
337650,337674,2022-08-04_10-07-16-771340,337678,24,
342757,342781,2022-08-04_10-07-22-004726,342784,24,
347917,347941,2022-08-04_10-07-27-294911,347944,24,
353063,353088,2022-08-04_10-07-32-572788,353091,25,
358200,358224,2022-08-04_10-07-37-842406,358228,24,
363332,363357,2022-08-04_10-07-43-103280,363360,25,
368459,368485,2022-08-04_10-07-48-359195,368489,26,
373613,373638,2022-08-04_10-07-53-640884,373641,25,
378747,378772,2022-08-04_10-07-58-907376,378775,25,
383887,383914,2022-08-04_10-08-04-181801,383917,27,
389023,389048,2022-08-04_10-08-09-446293,389051,25,
394167,394192,2022-08-04_10-08-14-723402,394202,25,
399313,399342,2022-08-04_10-08-20-000891,399345,29,
404424,404494,2022-08-04_10-08-25-285253,404498,70,
409531,409558,2022-08-04_10-08-30-473326,409562,27,
414678,414702,2022-08-04_10-08-35-750023,414705,24,
419815,419841,2022-08-04_10-08-41-019031,419844,26,
424977,425080,2022-08-04_10-08-46-374080,425085,103,
430075,430101,2022-08-04_10-08-51-544359,430104,26,
435184,435209,2022-08-04_10-08-56-782563,435212,25,
440323,440350,2022-08-04_10-09-02-052514,440353,27,
445463,445484,2022-08-04_10-09-07-319306,445488,21,
450601,450628,2022-08-04_10-09-12-590499,450631,27,
455707,455730,2022-08-04_10-09-17-825843,455734,23,
460840,460862,2022-08-04_10-09-23-088953,460866,22,
465946,465969,2022-08-04_10-09-28-322322,465972,23,
471102,471129,2022-08-04_10-09-33-610785,471134,27,
476252,476277,2022-08-04_10-09-38-888106,476280,25,
481363,481387,2022-08-04_10-09-44-129376,481396,24,
486469,486492,2022-08-04_10-09-49-358957,486496,23,
491576,491599,2022-08-04_10-09-54-594552,491603,23,
496725,496749,2022-08-04_10-09-59-874913,496752,24,
501838,501862,2022-08-04_10-10-05-116194,501865,24,
506949,506974,2022-08-04_10-10-10-357385,506977,25,
512054,512079,2022-08-04_10-10-15-592579,512083,25,
517164,517189,2022-08-04_10-10-20-830409,517192,25,
522272,522314,2022-08-04_10-10-26-066263,522318,42,
527379,527405,2022-08-04_10-10-31-302532,527408,26,
532488,532513,2022-08-04_10-10-36-540684,532518,25,
537594,537618,2022-08-04_10-10-41-778131,537621,24,
542760,542785,2022-08-04_10-10-47-075503,542788,25,
547868,547901,2022-08-04_10-10-52-321201,547904,33,
552976,553001,2022-08-04_10-10-57-553013,553004,25,
558086,558108,2022-08-04_10-11-02-793915,558111,22,
563240,563264,2022-08-04_10-11-08-078598,563267,24,
568350,568380,2022-08-04_10-11-13-318664,568383,30,
573456,
578567,578592,2022-08-04_10-11-23-792622,578596,25,
583689,583712,2022-08-04_10-11-29-041778,583716,23,
588796,588821,2022-08-04_10-11-34-279238,588824,25,
593941,593964,2022-08-04_10-11-39-557903,593968,23,
599049,599075,2022-08-04_10-11-44-793849,599078,26,
604156,604183,2022-08-04_10-11-50-032618,604187,27,
609374,609398,2022-08-04_10-11-55-383025,609402,24,
614510,614538,2022-08-04_10-12-00-652487,614542,28,
619620,619647,2022-08-04_10-12-05-888737,619650,27,
624903,624930,2022-08-04_10-12-11-303417,624935,27,
630012,630035,2022-08-04_10-12-16-542126,630039,23,
635118,635141,2022-08-04_10-12-21-779617,635145,23,
640253,640276,2022-08-04_10-12-27-046444,640281,23,
645356,645468,2022-08-04_10-12-32-362177,650467,112,
650490,655594,2022-08-04_10-12-37-579536,655612,5104,
655629,655653,2022-08-04_10-12-42-812803,655657,24,
660717,660741,2022-08-04_10-12-48-027476,660744,24,
665903,665940,2022-08-04_10-12-53-356971,665943,37,
671007,671036,2022-08-04_10-12-58-578245,671039,29,
676096,676122,2022-08-04_10-13-03-802301,676126,26,
681217,681241,2022-08-04_10-13-09-050802,681244,24,
686359,686408,2022-08-04_10-13-14-344976,686412,49,
691537,691561,2022-08-04_10-13-19-630657,691564,24,
696694,696762,2022-08-04_10-13-24-936429,696767,68,
701835,701889,2022-08-04_10-13-30-219640,701892,54,
706945,706981,2022-08-04_10-13-35-439466,706985,36,
712052,712075,2022-08-04_10-13-40-668023,712080,23,
717190,717216,2022-08-04_10-13-45-934480,717219,26,
722329,722374,2022-08-04_10-13-51-212008,722379,45,
727434,727482,2022-08-04_10-13-56-451119,727486,48,
732535,732561,2022-08-04_10-14-01-668222,732564,26,
737695,737744,2022-08-04_10-14-06-981267,737750,49,
742834,742857,2022-08-04_10-14-12-227132,742861,23,
747987,748032,2022-08-04_10-14-17-530485,748035,45,
753093,753126,2022-08-04_10-14-22-752493,753129,33,
758195,758219,2022-08-04_10-14-27-979063,758222,24,
763340,763404,2022-08-04_10-14-33-295776,763408,64,
768447,768477,2022-08-04_10-14-38-495726,768480,30,
773605,773630,2022-08-04_10-14-43-780756,773633,25,
778709,778784,2022-08-04_10-14-49-065550,778787,75,
783860,783883,2022-08-04_10-14-54-294311,783886,23,
788965,788995,2022-08-04_10-14-59-526193,789000,30,
794154,794177,2022-08-04_10-15-04-846468,794180,23,
799312,799365,2022-08-04_10-15-10-160278,799369,53,
804418,804458,2022-08-04_10-15-15-386272,804462,40,
809526,809646,2022-08-04_10-15-20-707275,814618,120,
814638,814662,2022-08-04_10-15-25-853818,814665,24,
819765,819834,2022-08-04_10-15-31-151579,819837,69,
824871,824931,2022-08-04_10-15-36-375170,824934,60,
829980,830022,2022-08-04_10-15-41-598450,830025,42,
835087,835117,2022-08-04_10-15-46-821334,835120,30,
840252,840277,2022-08-04_10-15-52-113433,840280,25,
845401,845428,2022-08-04_10-15-57-393514,845431,27,
850502,850526,2022-08-04_10-16-02-622257,850529,24,
855630,855685,2022-08-04_10-16-07-910842,855688,55,
860768,860791,2022-08-04_10-16-13-151992,860795,23,
865866,865898,2022-08-04_10-16-18-384754,865902,32,
871036,871072,2022-08-04_10-16-23-683521,871075,36,
876137,876161,2022-08-04_10-16-28-907745,876165,24,
881291,881317,2022-08-04_10-16-34-192206,881321,26,
886402,886427,2022-08-04_10-16-39-433495,886430,25,
891547,891579,2022-08-04_10-16-44-717003,891583,32,
896654,896680,2022-08-04_10-16-49-947858,896683,26,
901771,906874,2022-08-04_10-16-55-368113,906880,5103,
906880,906912,2022-08-04_10-17-00-438223,906916,32,
911981,912008,2022-08-04_10-17-05-667346,912012,27,
917088,917114,2022-08-04_10-17-10-900652,917117,26,
922198,922224,2022-08-04_10-17-16-137928,922228,26,
927304,927394,2022-08-04_10-17-21-440528,927397,90,
932453,932482,2022-08-04_10-17-26-659618,932485,29,
937557,937589,2022-08-04_10-17-31-896519,937592,32,
942660,942686,2022-08-04_10-17-37-121218,942689,26,
947767,947794,2022-08-04_10-17-42-356511,947797,27,
952884,952956,2022-08-04_10-17-47-653128,952959,72,
957986,958012,2022-08-04_10-17-52-834205,958015,26,
963139,963177,2022-08-04_10-17-58-130095,963180,38,
968245,968337,2022-08-04_10-18-03-422289,968340,92,
973360,973430,2022-08-04_10-18-08-644606,973433,70,
978494,978525,2022-08-04_10-18-13-868315,978529,31,
983594,983630,2022-08-04_10-18-19-097689,983633,36,
988702,988726,2022-08-04_10-18-24-332419,988729,24,
993848,993873,2022-08-04_10-18-29-602394,993876,25,
998963,999004,2022-08-04_10-18-34-860216,999007,41,
1004065,1004091,2022-08-04_10-18-40-080808,1004094,26,
1009227,1009287,2022-08-04_10-18-45-409656,1009290,60,
1014326,1014350,2022-08-04_10-18-50-597824,1014354,24,
1019441,1019472,2022-08-04_10-18-55-850582,1019476,31,
1024549,1024573,2022-08-04_10-19-01-080334,1024576,24,
1029699,1029786,2022-08-04_10-19-06-424307,1029789,87,
1034822,1034868,2022-08-04_10-19-11-628861,1034872,46,
1039928,1039953,2022-08-04_10-19-16-848953,1039956,25,
1045029,1045053,2022-08-04_10-19-22-080006,1045056,24,
1050136,1050172,2022-08-04_10-19-27-329510,1050175,36,
1055254,1055281,2022-08-04_10-19-32-564862,1055284,27,
1060395,1060418,2022-08-04_10-19-37-836648,1060422,23,
1065548,1065578,2022-08-04_10-19-43-126587,1065582,30,
1070665,1070716,2022-08-04_10-19-48-383634,1070722,51,
1075771,1075799,2022-08-04_10-19-53-607724,1075803,28,
1080871,1080895,2022-08-04_10-19-58-834803,1080898,24,
1085988,1086094,2022-08-04_10-20-04-156564,1091084,106,
1091097,1091178,2022-08-04_10-20-09-374863,1091181,81,
1096199,1096225,2022-08-04_10-20-14-548168,1096228,26,
1101309,1101334,2022-08-04_10-20-19-790801,1101337,25,
1106447,1106473,2022-08-04_10-20-25-058533,1106476,26,
1111596,1111620,2022-08-04_10-20-30-332976,1111623,24,
1116747,1116770,2022-08-04_10-20-35-614971,1116774,23,
1121893,1121940,2022-08-04_10-20-40-916859,1121943,47,
1127001,1127031,2022-08-04_10-20-46-137409,1127035,30,
1132153,1132226,2022-08-04_10-20-51-462280,1132230,73,
1137302,1137334,2022-08-04_10-20-56-700859,1137337,32,
1142436,1142467,2022-08-04_10-21-01-959172,1142470,31,
1147577,1147605,2022-08-04_10-21-07-233652,1147608,28,
1152742,1152768,2022-08-04_10-21-12-522350,1152771,26,
1157868,1157898,2022-08-04_10-21-17-787085,1157902,30,
1162989,1163085,2022-08-04_10-21-23-104217,1163089,96,
1168092,1168178,2022-08-04_10-21-28-326597,1168182,86,
1173230,1173252,2022-08-04_10-21-33-529217,1173255,22,
1178347,1178471,2022-08-04_10-21-38-875053,1183445,124,
1183458,1183482,2022-08-04_10-21-44-017263,1183485,24,
1188553,1188653,2022-08-04_10-21-49-318038,1188657,100,
1193697,1193755,2022-08-04_10-21-54-544841,1193758,58,
1198803,1198843,2022-08-04_10-21-59-765929,1198846,40,
1203943,1203967,2022-08-04_10-22-05-019255,1203970,24,
1209059,1209131,2022-08-04_10-22-10-311715,1209134,72,
1214204,1214231,2022-08-04_10-22-15-540786,1214235,27,
1219369,1219429,2022-08-04_10-22-20-866440,1219432,60,
1224475,1224505,2022-08-04_10-22-26-079059,1224509,30,
1229582,1234703,2022-08-04_10-22-31-406532,1234713,5121,
1234735,1234795,2022-08-04_10-22-36-627151,1234799,60,
1239824,1239887,2022-08-04_10-22-41-845823,1239890,63,
1244964,1244987,2022-08-04_10-22-47-079032,1244990,23,
1250075,1250176,2022-08-04_10-22-52-396809,1250181,101,
1255176,1255201,2022-08-04_10-22-57-548077,1255204,25,
1260332,1260364,2022-08-04_10-23-02-844848,1260367,32,
1265435,1265459,2022-08-04_10-23-08-069901,1265462,24,
1270539,1270563,2022-08-04_10-23-13-303375,1270566,24,
1275647,1275673,2022-08-04_10-23-18-542400,1275677,26,
1280755,1280831,2022-08-04_10-23-23-834697,1280835,76,
1285871,1285933,2022-08-04_10-23-29-065413,1285937,62,
1290974,1291039,2022-08-04_10-23-34-296926,1291042,65,
1296081,1296104,2022-08-04_10-23-39-495412,1296107,23,
1301197,1301221,2022-08-04_10-23-44-738215,1301224,24,
1306346,1306402,2022-08-04_10-23-50-049225,1306405,56,
1311468,1311492,2022-08-04_10-23-55-272891,1311496,24,
1316566,1316591,2022-08-04_10-24-00-498877,1316595,25,
1321691,1321714,2022-08-04_10-24-05-753781,1321717,23,
1326793,1326896,2022-08-04_10-24-11-053380,1326902,103,
1331911,1331956,2022-08-04_10-24-16-255942,1331959,45,
1337060,1342165,2022-08-04_10-24-21-512731,1342175,5105,
1342196,1342254,2022-08-04_10-24-26-811128,1342258,58,
1347286,1347351,2022-08-04_10-24-32-035369,1347354,65,
1352431,1352454,2022-08-04_10-24-37-273445,1352459,23,
1357594,1357634,2022-08-04_10-24-42-582576,1357637,40,
1362702,1362729,2022-08-04_10-24-47-805187,1362732,27,
1367803,1372914,2022-08-04_10-24-53-232942,1372917,5111,
1372918,1372943,2022-08-04_10-24-58-282578,1372946,25,
1378033,1378105,2022-08-04_10-25-03-573020,1378108,72,
1383179,1383211,2022-08-04_10-25-08-808359,1383214,32,
1388280,1388305,2022-08-04_10-25-14-030508,1388308,25,
1393460,1393484,2022-08-04_10-25-19-342974,1393487,24,
1398629,1398674,2022-08-04_10-25-24-668026,1398683,45,
1403736,1403772,2022-08-04_10-25-29-891534,1403775,36,
1408854,1408878,2022-08-04_10-25-35-129216,1408882,24,
1413964,1413988,2022-08-04_10-25-40-368885,1413991,24,
1419071,1419129,2022-08-04_10-25-45-633162,1419134,58,
1424179,1424215,2022-08-04_10-25-50-850698,1424218,36,
1429295,1429347,2022-08-04_10-25-56-114835,1429350,52,
1434405,1434430,2022-08-04_10-26-01-327788,1434434,25,
1439504,1439529,2022-08-04_10-26-06-554525,1439532,25,
1444611,1444636,2022-08-04_10-26-11-792363,1444639,25,
1449719,1449752,2022-08-04_10-26-17-034131,1449755,33,
1454864,1454887,2022-08-04_10-26-22-306156,1454891,23,
1459972,1459998,2022-08-04_10-26-27-543943,1460001,26,
1465083,1465108,2022-08-04_10-26-32-784078,1465111,25,
1470240,1470262,2022-08-04_10-26-38-072585,1470266,22,
1475387,1475412,2022-08-04_10-26-43-347978,1475415,25,
1480542,1480568,2022-08-04_10-26-48-634315,1480571,26,
1485686,1485710,2022-08-04_10-26-53-907871,1485713,24,
1490814,1490846,2022-08-04_10-26-59-174501,1490849,32,
1495967,1495996,2022-08-04_10-27-04-454070,1496000,29,
1501113,1501140,2022-08-04_10-27-09-729949,1501143,27,
1506210,1506235,2022-08-04_10-27-14-954105,1506238,25,
1511341,1511378,2022-08-04_10-27-20-219748,1511381,37,
1516490,1516515,2022-08-04_10-27-25-493379,1516519,25,
1521658,1521684,2022-08-04_10-27-30-793936,1521688,26,
1526768,1526792,2022-08-04_10-27-36-032035,1526795,24,
1531874,1531899,2022-08-04_10-27-41-271009,1531903,25,
1537021,1537045,2022-08-04_10-27-46-546922,1537049,24,
1542133,1542162,2022-08-04_10-27-51-791221,1542165,29,
1547297,1547320,2022-08-04_10-27-57-080004,1547323,23,
1552447,1552480,2022-08-04_10-28-02-370494,1552483,33,
1557591,1557618,2022-08-04_10-28-07-641218,1557621,27,
1562739,1562763,2022-08-04_10-28-12-916456,1562767,24,
1567895,1567922,2022-08-04_10-28-18-202117,1567925,27,
1573171,1573195,2022-08-04_10-28-23-611264,1573198,24,
1578280,1578305,2022-08-04_10-28-28-851768,1578309,25,
1583414,1583439,2022-08-04_10-28-34-115484,1583442,25,
1588803,1588829,2022-08-04_10-28-39-643123,1588833,26,
1593910,1593937,2022-08-04_10-28-44-879437,1593940,27,
1599039,1599065,2022-08-04_10-28-50-136110,1599069,26,
1604163,1604186,2022-08-04_10-28-55-390185,1604189,23,
1609281,1609305,2022-08-04_10-29-00-636042,1609309,24,
1614392,1614415,2022-08-04_10-29-05-878003,1614419,23,
1619602,1619625,2022-08-04_10-29-11-222416,1619630,23,
1624716,1624749,2022-08-04_10-29-16-476714,1624752,33,
1629818,1629846,2022-08-04_10-29-21-700919,1629851,28,
1634926,1634951,2022-08-04_10-29-26-935921,1634954,25,
1640056,1640084,2022-08-04_10-29-32-195317,1640087,28,
1645171,1645194,2022-08-04_10-29-37-438920,1645198,23,
1650326,1650352,2022-08-04_10-29-42-723622,1650355,26,
1655472,1655496,2022-08-04_10-29-48-002435,1655499,24,
1660620,1660643,2022-08-04_10-29-53-282390,1660647,23,
1665758,1665810,2022-08-04_10-29-58-550284,1665813,52,
1670865,1670890,2022-08-04_10-30-03-785061,1670893,25,
1675975,1676001,2022-08-04_10-30-09-025693,1676004,26,
1681082,1681111,2022-08-04_10-30-14-262223,1681114,29,
1686191,1686214,2022-08-04_10-30-19-497972,1686217,23,
1691298,1691322,2022-08-04_10-30-24-737222,1691325,24,
1696405,1696441,2022-08-04_10-30-29-983400,1696444,36,
1701515,1701539,2022-08-04_10-30-35-212318,1701542,24,
1706622,1706645,2022-08-04_10-30-40-447768,1706650,23,
1711764,1711790,2022-08-04_10-30-45-725639,1711794,26,
1716929,1716952,2022-08-04_10-30-51-019774,1716955,23,
1722035,1722063,2022-08-04_10-30-56-255546,1722066,28,
1727142,1727166,2022-08-04_10-31-01-488563,1727169,24,
1732252,1732277,2022-08-04_10-31-06-727894,1732280,25,
1737359,1737382,2022-08-04_10-31-11-964448,1737386,23,
1742511,1742535,2022-08-04_10-31-17-248987,1742539,24,
1747616,1747640,2022-08-04_10-31-22-481272,1747643,24,
1752745,1752772,2022-08-04_10-31-27-738449,1752775,27,
1757853,1757876,2022-08-04_10-31-32-978722,1757879,23,
1762961,1762985,2022-08-04_10-31-38-212222,1762988,24,
1768111,1768135,2022-08-04_10-31-43-493289,1768138,24,
1773218,1773242,2022-08-04_10-31-48-734531,1773245,24,
1778327,1778350,2022-08-04_10-31-53-971495,1778353,23,
1783433,1783460,2022-08-04_10-31-59-208738,1783463,27,
1788541,1788567,2022-08-04_10-32-04-444634,1788570,26,
1793653,1793677,2022-08-04_10-32-09-685101,1793680,24,
1798758,1798780,2022-08-04_10-32-14-920482,1798784,22,
1803866,1803890,2022-08-04_10-32-20-156300,1803893,24,
1808976,1809005,2022-08-04_10-32-25-399555,1809010,29,
1814081,1814106,2022-08-04_10-32-30-635000,1814109,25,
1819193,1819219,2022-08-04_10-32-35-874971,1819222,26,
1824301,1824324,2022-08-04_10-32-41-111221,1824328,23,
1829454,1829481,2022-08-04_10-32-46-399527,1829484,27,
1834562,1834592,2022-08-04_10-32-51-639925,1834595,30,
1839670,1839696,2022-08-04_10-32-56-870798,1839699,26,
1844836,1844866,2022-08-04_10-33-02-171625,1844870,30,
1849944,1849974,2022-08-04_10-33-07-403846,1849977,30,
1855055,1855081,2022-08-04_10-33-12-642612,1855084,26,
1860151,1860181,2022-08-04_10-33-17-867507,1860184,30,
1865310,1865337,2022-08-04_10-33-23-161764,1865340,27,
1870456,1870480,2022-08-04_10-33-28-434330,1870483,24,
1875589,1875616,2022-08-04_10-33-33-700650,1875619,27,
1880697,1880725,2022-08-04_10-33-38-937086,1880728,28,
1885844,1885867,2022-08-04_10-33-44-213974,1885871,23,
1890995,1891020,2022-08-04_10-33-49-496400,1891024,25,
1896162,1896188,2022-08-04_10-33-54-793322,1896191,26,
1901310,1901334,2022-08-04_10-34-00-072222,1901337,24,
1906450,1906476,2022-08-04_10-34-05-343778,1906480,26,
1911578,1911603,2022-08-04_10-34-10-604027,1911606,25,
1916722,1916749,2022-08-04_10-34-15-878047,1916752,27,
1921869,1921893,2022-08-04_10-34-21-152144,1921896,24,
1926993,1927034,2022-08-04_10-34-26-408337,1927038,41,
1932148,1932176,2022-08-04_10-34-31-696045,1932180,28,
1937294,1937319,2022-08-04_10-34-36-969431,1937322,25,
1942442,1942467,2022-08-04_10-34-42-248901,1942470,25,
1947578,1947605,2022-08-04_10-34-47-514085,1947609,27,
1952713,1952740,2022-08-04_10-34-52-779264,1952744,27,
1957841,1957880,2022-08-04_10-34-58-040992,1957884,39,
1962967,1962994,2022-08-04_10-35-03-293726,1962997,27,
1968109,1968135,2022-08-04_10-35-08-563676,1968138,26,
1973232,1973256,2022-08-04_10-35-13-818011,1973259,24,
1978365,1978390,2022-08-04_10-35-19-081271,1978394,25,
1983531,1983557,2022-08-04_10-35-24-374686,1983560,26,
1988644,1988668,2022-08-04_10-35-29-616959,1988672,24,
1993756,1993778,2022-08-04_10-35-34-860315,1993782,22,
1998864,1998891,2022-08-04_10-35-40-098262,1998895,27,
2004022,2004051,2022-08-04_10-35-45-391779,2004055,29,
2009167,2009190,2022-08-04_10-35-50-662958,2009194,23,
2014297,2014321,2022-08-04_10-35-55-920584,2014324,24,
2019435,2019464,2022-08-04_10-36-01-193133,2019467,29,
2024563,2024586,2022-08-04_10-36-06-444805,2024590,23,
2029687,2029711,2022-08-04_10-36-11-700970,2029715,24,
2034855,2034879,2022-08-04_10-36-17-004544,2034882,24,
2039967,2040000,2022-08-04_10-36-22-251067,2040003,33,
2045130,2045154,2022-08-04_10-36-27-535284,2045157,24,
2050255,2050278,2022-08-04_10-36-32-790670,2050281,23,
2055409,2055434,2022-08-04_10-36-38-077484,2055438,25,
2060521,2060546,2022-08-04_10-36-43-320120,2060551,25,
2065684,2065710,2022-08-04_10-36-48-612821,2065713,26,
2070792,2070818,2022-08-04_10-36-53-850804,2070821,26,
2075946,2075969,2022-08-04_10-36-59-135533,2075972,23,
2081055,2081079,2022-08-04_10-37-04-374710,2081084,24,
2086232,2086257,2022-08-04_10-37-09-679099,2086261,25,
2091350,2091374,2022-08-04_10-37-14-931221,2091378,24,
2096459,2096489,2022-08-04_10-37-20-167625,2096492,30,
2101566,2101587,2022-08-04_10-37-25-400841,2101591,21,
2106706,2106729,2022-08-04_10-37-30-673219,2106732,23,
2111822,2111847,2022-08-04_10-37-35-923052,2111850,25,
2116930,2116954,2022-08-04_10-37-41-157363,2116957,24,
2122037,2122069,2022-08-04_10-37-46-391312,2122073,32,
2127190,2127215,2022-08-04_10-37-51-673827,2127218,25,
2132299,2132323,2022-08-04_10-37-56-912507,2132326,24,
2137442,2137466,2022-08-04_10-38-02-185779,2137469,24,
2142542,2142568,2022-08-04_10-38-07-415254,2142571,26,
2147649,2147675,2022-08-04_10-38-12-650784,2147678,26,
2152757,2152783,2022-08-04_10-38-17-889917,2152786,26,
2157865,2163001,2022-08-04_10-38-23-245369,2163010,5136,
2163030,2163080,2022-08-04_10-38-28-441867,2163085,50,
2168146,2168172,2022-08-04_10-38-33-667488,2168176,26,
2173248,2173272,2022-08-04_10-38-38-901294,2173275,24,
2178410,2178453,2022-08-04_10-38-44-212740,2178456,43,
2183515,2183566,2022-08-04_10-38-49-447756,2183569,51,
2188634,2188658,2022-08-04_10-38-54-676041,2188661,24,
2193819,2198921,2022-08-04_10-39-00-192078,2198925,5102,
2198926,2198953,2022-08-04_10-39-05-229690,2198957,27,
2204032,2204057,2022-08-04_10-39-10-466979,2204060,25,
2209204,2209229,2022-08-04_10-39-15-771480,2209232,25,
2214363,2214404,2022-08-04_10-39-21-077819,2214407,41,
2219471,2219504,2022-08-04_10-39-26-298999,2219510,33,
2224572,2224597,2022-08-04_10-39-31-526916,2224601,25,
2229688,2229713,2022-08-04_10-39-36-773806,2229716,25,
2234804,2234887,2022-08-04_10-39-42-066665,2234893,83,
2239957,2239980,2022-08-04_10-39-47-301535,2239983,23,
2245064,2245095,2022-08-04_10-39-52-546892,2245098,31,
2250232,2250262,2022-08-04_10-39-57-838002,2250265,30,
2255334,2255368,2022-08-04_10-40-03-067265,2255373,34,
2260436,2260538,2022-08-04_10-40-08-379936,2260542,102,
2265547,2265637,2022-08-04_10-40-13-606693,2265640,90,
2270712,2270735,2022-08-04_10-40-18-837049,2270739,23,
2275820,2275843,2022-08-04_10-40-24-074793,2275846,23,
2280969,2281017,2022-08-04_10-40-29-378993,2281020,48,
2286115,2286143,2022-08-04_10-40-34-630305,2286146,28,
2291229,2291301,2022-08-04_10-40-39-925348,2291304,72,
2296340,2296415,2022-08-04_10-40-45-167227,2296420,75,
2301494,2301521,2022-08-04_10-40-50-398116,2301525,27,
2306640,2306688,2022-08-04_10-40-55-695087,2306690,48,
2311799,2311822,2022-08-04_10-41-00-966340,2311826,23,
2316915,2316970,2022-08-04_10-41-06-241030,2316977,55,
2322025,2322065,2022-08-04_10-41-11-465170,2322069,40,
2327132,2332267,2022-08-04_10-41-16-788666,2332284,5135,
2332309,2332341,2022-08-04_10-41-22-004221,2332344,32,
2337391,2337449,2022-08-04_10-41-27-236044,2337452,58,
2342498,2342534,2022-08-04_10-41-32-455407,2342537,36,
2347605,2347631,2022-08-04_10-41-37-682461,2347634,26,
2352706,2352820,2022-08-04_10-41-43-002686,2357867,114,
2357880,2357903,2022-08-04_10-41-48-214555,2357906,23,
2362984,2368119,2022-08-04_10-41-53-550762,2368131,5135,
2368153,2368199,2022-08-04_10-41-58-771424,2368202,46,
2373246,2373294,2022-08-04_10-42-03-996685,2373297,48,
2378346,2378371,2022-08-04_10-42-09-199525,2378374,25,
2383492,2383516,2022-08-04_10-42-14-476565,2383528,24,
2388629,2388690,2022-08-04_10-42-19-777803,2388694,61,
2393738,2393766,2022-08-04_10-42-24-986498,2393770,28,
2398849,2398873,2022-08-04_10-42-30-223800,2398876,24,
2403964,2403987,2022-08-04_10-42-35-468342,2403991,23,
2409074,2409137,2022-08-04_10-42-40-750254,2409140,63,
2414183,2414239,2022-08-04_10-42-45-979178,2414242,56,
2419281,2419309,2022-08-04_10-42-51-172421,2419312,28,
2424398,2424435,2022-08-04_10-42-56-425582,2424439,37,
2429499,2429524,2022-08-04_10-43-01-653190,2429527,25,
2434659,2434717,2022-08-04_10-43-06-973540,2434721,58,
2439766,2439806,2022-08-04_10-43-12-193499,2439810,40,
2444890,2444914,2022-08-04_10-43-17-433300,2444919,24,
2450033,2450056,2022-08-04_10-43-22-704468,2450060,23,
2455150,2455188,2022-08-04_10-43-27-962507,2455191,38,
