RD,TS_received,TS_sent,AK,RoundTrip,
9462400,9462425,2022-08-16_14-34-56-248894,9462428,25,
9467524,9467550,2022-08-16_14-35-01-504389,9467553,26,
9472640,9472695,2022-08-16_14-35-06-789419,9472698,55,
9477768,9477794,2022-08-16_14-35-12-018185,9477797,26,
9482873,9482928,2022-08-16_14-35-17-277191,9482932,55,
9487998,9488022,2022-08-16_14-35-22-515000,9488026,24,
9493115,9493151,2022-08-16_14-35-27-781471,9493154,36,
9498220,9498243,2022-08-16_14-35-33-007000,9498247,23,
9503393,9508489,2022-08-16_14-35-38-341453,9508500,5096,
9508513,9508537,2022-08-16_14-35-43-571509,9508541,24,
9513619,9513642,2022-08-16_14-35-48-811673,9513645,23,
9518731,9518801,2022-08-16_14-35-54-098089,9518806,70,
9523841,9523889,2022-08-16_14-35-59-321748,9523893,48,
9528953,9534045,2022-08-16_14-36-04-645878,9534062,5092,
9534076,9534100,2022-08-16_14-36-09-802905,9534104,24,
9539169,9539193,2022-08-16_14-36-15-026127,9539198,24,
9544275,9544301,2022-08-16_14-36-20-267998,9544304,26,
9549430,9549460,2022-08-16_14-36-25-563261,9549470,30,
9554540,9554608,2022-08-16_14-36-30-846618,9554611,68,
9559646,9559686,2022-08-16_14-36-36-057982,9559690,40,
9564763,9564802,2022-08-16_14-36-41-306616,9564806,39,
9569868,9569912,2022-08-16_14-36-46-549987,9569916,44,
9574975,9574998,2022-08-16_14-36-51-773564,9575001,23,
9580084,9580165,2022-08-16_14-36-57-074916,9580169,81,
9585206,9585257,2022-08-16_14-37-02-300293,9585260,51,
9590322,9590347,2022-08-16_14-37-07-523877,9590350,25,
9595430,9595453,2022-08-16_14-37-12-763376,9595456,23,
9600538,9600566,2022-08-16_14-37-18-009826,9600569,28,
9605664,9605714,2022-08-16_14-37-23-296193,9605717,50,
9610769,9610802,2022-08-16_14-37-28-515854,9610806,33,
9615896,9615923,2022-08-16_14-37-33-766263,9615926,27,
9621018,9621041,2022-08-16_14-37-39-023309,9621045,23,
9626160,9626182,2022-08-16_14-37-44-302812,9626186,22,
9631260,9631283,2022-08-16_14-37-49-537843,9631286,23,
9636423,9636448,2022-08-16_14-37-54-836271,9636452,25,
9641571,9641627,2022-08-16_14-38-00-153894,9641631,56,
9646716,9646748,2022-08-16_14-38-05-403675,9646752,32,
9651868,9651910,2022-08-16_14-38-10-704228,9651913,42,
9656976,9662077,2022-08-16_14-38-16-026791,9662087,5101,
9662101,9662184,2022-08-16_14-38-21-249027,9662187,83,
9667199,9667271,2022-08-16_14-38-26-465684,9667278,72,
9672306,9672368,2022-08-16_14-38-31-694476,9672371,62,
9677476,9677499,2022-08-16_14-38-36-964107,9677503,23,
9682592,9682657,2022-08-16_14-38-42-253781,9682660,65,
9687701,9687732,2022-08-16_14-38-47-468633,9687735,31,
9692825,9692919,2022-08-16_14-38-52-747842,9692922,94,
9697985,9698013,2022-08-16_14-38-58-016231,9698017,28,
9703093,9703189,2022-08-16_14-39-03-328368,9703192,96,
9708191,9708217,2022-08-16_14-39-08-481242,9708221,26,
9713303,9713387,2022-08-16_14-39-13-782718,9713393,84,
9718485,9718570,2022-08-16_14-39-19-107971,9718574,85,
9723609,9723651,2022-08-16_14-39-24-319905,9723654,42,
9728716,9728798,2022-08-16_14-39-29-602405,9728801,82,
9733821,9733844,2022-08-16_14-39-34-777716,9733848,23,
9738924,9738950,2022-08-16_14-39-40-018193,9738953,26,
9744095,9744120,2022-08-16_14-39-45-321954,9744123,25,
9749204,9749304,2022-08-16_14-39-50-638956,9749308,100,
9754314,9754399,2022-08-16_14-39-55-870504,9754403,85,
9759429,9764527,2022-08-16_14-40-01-219866,9764530,5098,
9764531,9764555,2022-08-16_14-40-06-291054,9764559,24,
9769699,9769728,2022-08-16_14-40-11-598261,9769731,29,
9774816,9774841,2022-08-16_14-40-16-847122,9774844,25,
9779970,9780027,2022-08-16_14-40-22-171459,9780031,57,
9785080,9785133,2022-08-16_14-40-27-410442,9785135,53,
9790184,9790210,2022-08-16_14-40-32-619537,9790212,26,
9795297,9795415,2022-08-16_14-40-37-959290,9800403,118,
9800427,9800488,2022-08-16_14-40-43-168692,9800491,61,
9805518,9805593,2022-08-16_14-40-48-399682,9805599,75,
9810625,9810676,2022-08-16_14-40-53-625360,9810680,51,
9815735,9815765,2022-08-16_14-40-58-845324,9815769,30,
9820837,9820863,2022-08-16_14-41-04-076261,9820866,26,
9825982,9826050,2022-08-16_14-41-09-393234,9826055,68,
9831107,9831133,2022-08-16_14-41-14-616798,9831137,26,
9836207,9836229,2022-08-16_14-41-19-849246,9836232,22,
9841339,9841410,2022-08-16_14-41-25-165095,9841414,71,
9846464,9846493,2022-08-16_14-41-30-383431,9846496,29,
9851575,9851683,2022-08-16_14-41-35-710449,9856672,108,
9856687,9856788,2022-08-16_14-41-40-941023,9856795,101,
9861788,9861814,2022-08-16_14-41-46-108556,9861817,26,
9866904,9866951,2022-08-16_14-41-51-377909,9866955,47,
9872029,9872052,2022-08-16_14-41-56-617931,9872055,23,
9877136,9877231,2022-08-16_14-42-01-927191,9877237,95,
9882294,9882341,2022-08-16_14-42-07-176758,9882344,47,
9887409,9887432,2022-08-16_14-42-12-399045,9887435,23,
9892557,9892596,2022-08-16_14-42-17-697573,9892600,39,
9897659,9902759,2022-08-16_14-42-23-017312,9902769,5100,
9902793,9902875,2022-08-16_14-42-28-242035,9902879,82,
9907886,9907910,2022-08-16_14-42-33-406386,9907914,24,
9912997,9913061,2022-08-16_14-42-38-687017,9913065,64,
9918113,9918144,2022-08-16_14-42-43-909546,9918147,31,
9923215,9928364,2022-08-16_14-42-49-234609,9928374,5149,
9928390,9928414,2022-08-16_14-42-54-447946,9928418,24,
9933480,9933511,2022-08-16_14-42-59-678555,9933514,31,
9938587,9938611,2022-08-16_14-43-04-908704,9938614,24,
9943691,9943717,2022-08-16_14-43-10-143518,9943720,26,
9948802,9948885,2022-08-16_14-43-15-448804,9948889,83,
9953951,9953976,2022-08-16_14-43-20-673384,9953979,25,
9959061,9959085,2022-08-16_14-43-25-909896,9959088,24,
9964167,9964194,2022-08-16_14-43-31-148789,9964197,27,
9969274,9969300,2022-08-16_14-43-36-394155,9969303,26,
9974391,9974490,2022-08-16_14-43-41-717771,9974494,99,
9979478,9979517,2022-08-16_14-43-46-878353,9979520,39,
9984604,9984653,2022-08-16_14-43-52-131901,9984658,49,
9989708,9989738,2022-08-16_14-43-57-361431,9989742,30,
9994866,9994896,2022-08-16_14-44-02-657660,9994899,30,
10000013,10000036,2022-08-16_14-44-07-927430,10000039,23,
10005126,10005180,2022-08-16_14-44-13-206218,10005183,54,
10010232,10010261,2022-08-16_14-44-18-419880,10010264,29,
10015337,10015361,2022-08-16_14-44-23-651603,10015364,24,
10020448,10020472,2022-08-16_14-44-28-898780,10020475,24,
10025545,10025569,2022-08-16_14-44-34-130705,10025573,24,
10030683,10030713,2022-08-16_14-44-39-408594,10030716,30,
10035789,10035816,2022-08-16_14-44-44-642170,10035819,27,
10040896,10040921,2022-08-16_14-44-49-883295,10040924,25,
10046008,10046087,2022-08-16_14-44-55-185635,10046091,79,
10051122,10051192,2022-08-16_14-45-00-423184,10051197,70,
10056231,10056269,2022-08-16_14-45-05-630593,10056272,38,
10061341,10061363,2022-08-16_14-45-10-865462,10061366,22,
10066437,10066461,2022-08-16_14-45-16-093598,10066464,24,
10071555,10071640,2022-08-16_14-45-21-405405,10071644,85,
10076654,10076678,2022-08-16_14-45-26-578128,10076682,24,
10081807,10081834,2022-08-16_14-45-31-870277,10081838,27,
10086909,10086935,2022-08-16_14-45-37-103656,10086939,26,
10092024,10092095,2022-08-16_14-45-42-397379,10092098,71,
10097192,10097216,2022-08-16_14-45-47-655680,10097219,24,
10102309,10102369,2022-08-16_14-45-52-940533,10102372,60,
10107418,10107474,2022-08-16_14-45-58-181443,10107478,56,
10112521,10112547,2022-08-16_14-46-03-384299,10112551,26,
10117690,10117736,2022-08-16_14-46-08-710290,10117739,46,
10122799,10122835,2022-08-16_14-46-13-944191,10122838,36,
10127900,10127942,2022-08-16_14-46-19-185614,10127945,42,
10133070,10133107,2022-08-16_14-46-24-483110,10133111,37,
10138215,10138241,2022-08-16_14-46-29-752497,10138244,26,
10143365,10143405,2022-08-16_14-46-35-052932,10143408,40,
10148471,10148496,2022-08-16_14-46-40-274958,10148499,25,
10153579,10153610,2022-08-16_14-46-45-524739,10153615,31,
10158725,10158751,2022-08-16_14-46-50-800543,10158754,26,
10163873,10163899,2022-08-16_14-46-56-082838,10163909,26,
10168987,10169030,2022-08-16_14-47-01-344411,10169033,43,
10174127,10174155,2022-08-16_14-47-06-601699,10174158,28,
10179249,10179275,2022-08-16_14-47-11-857472,10179279,26,
10184364,10184396,2022-08-16_14-47-17-108077,10184399,32,
10189470,10189496,2022-08-16_14-47-22-341440,10189499,26,
10194571,10194594,2022-08-16_14-47-27-572459,10194598,23,
10199680,10199705,2022-08-16_14-47-32-819708,10199710,25,
10204798,10204849,2022-08-16_14-47-38-096795,10204852,51,
10209904,10209949,2022-08-16_14-47-43-328664,10209952,45,
10215013,10215040,2022-08-16_14-47-48-552024,10215044,27,
10220164,10220187,2022-08-16_14-47-53-836024,10220190,23,
10225295,10225322,2022-08-16_14-47-59-105784,10225326,27,
10230403,10230441,2022-08-16_14-48-04-342395,10230446,38,
10235511,10235535,2022-08-16_14-48-09-584332,10235540,24,
10240619,10240698,2022-08-16_14-48-14-868896,10240701,79,
10245739,10245762,2022-08-16_14-48-20-076868,10245765,23,
10250849,10250874,2022-08-16_14-48-25-325410,10250877,25,
10256020,10256053,2022-08-16_14-48-30-637034,10256056,33,
10261124,10266266,2022-08-16_14-48-36-073484,10266269,5142,
10266269,10266313,2022-08-16_14-48-41-160639,10266316,44,
10271377,10271401,2022-08-16_14-48-46-385123,10271404,24,
10276486,10276513,2022-08-16_14-48-51-629264,10276516,27,
10281639,10281700,2022-08-16_14-48-56-948569,10281703,61,
10286759,10286797,2022-08-16_14-49-02-177607,10286801,38,
10291868,10291898,2022-08-16_14-49-07-412674,10291901,30,
10297019,10297043,2022-08-16_14-49-12-692486,10297047,24,
10302149,10302174,2022-08-16_14-49-17-957152,10302177,25,
10307311,10307355,2022-08-16_14-49-23-272288,10307359,44,
10312420,10312447,2022-08-16_14-49-28-497458,10312450,27,
10317520,10317553,2022-08-16_14-49-33-737166,10317556,33,
10322667,10322690,2022-08-16_14-49-39-010310,10322694,23,
10327779,10327803,2022-08-16_14-49-44-254758,10327808,24,
10332948,10333008,2022-08-16_14-49-49-592227,10333012,60,
10338049,10338109,2022-08-16_14-49-54-825679,10338112,60,
10343160,10343266,2022-08-16_14-50-00-102989,10348257,106,
10348271,10348385,2022-08-16_14-50-05-301671,10353365,114,
10353379,10353430,2022-08-16_14-50-10-527588,10353434,51,
10358486,10363627,2022-08-16_14-50-15-930402,10363631,5141,
10363631,10363656,2022-08-16_14-50-21-040062,10363660,25,
10368789,10368834,2022-08-16_14-50-26-354514,10368838,45,
10373899,10373939,2022-08-16_14-50-31-583260,10373942,40,
10379004,10379028,2022-08-16_14-50-36-817783,10379031,24,
10384115,10384142,2022-08-16_14-50-42-055481,10384147,27,
10389230,10389288,2022-08-16_14-50-47-342983,10389292,58,
10394347,10394377,2022-08-16_14-50-52-564867,10394381,30,
10399450,10399479,2022-08-16_14-50-57-796016,10399484,29,
10404573,10404661,2022-08-16_14-51-03-112870,10404665,88,
10409688,10409753,2022-08-16_14-51-08-335487,10409756,65,
10414843,10414867,2022-08-16_14-51-13-589121,10414871,24,
10419993,10420030,2022-08-16_14-51-18-884357,10420033,37,
10425149,10425222,2022-08-16_14-51-24-209853,10425225,73,
10430291,10430318,2022-08-16_14-51-29-439292,10430322,27,
10435395,10435419,2022-08-16_14-51-34-675017,10435422,24,
10440504,10440586,2022-08-16_14-51-39-976761,10440590,82,
10445620,10445677,2022-08-16_14-51-45-199402,10445680,57,
10450719,10450743,2022-08-16_14-51-50-399819,10450747,24,
10455855,10455880,2022-08-16_14-51-55-668842,10455883,25,
10460993,10461028,2022-08-16_14-52-00-948886,10461031,35,
10466147,10466170,2022-08-16_14-52-06-227569,10466173,23,
10471302,10471329,2022-08-16_14-52-11-520936,10471332,27,
10476410,10476434,2022-08-16_14-52-16-757913,10476438,24,
10481562,10481587,2022-08-16_14-52-22-045452,10481590,25,
10486730,10486759,2022-08-16_14-52-27-348717,10486762,29,
10491876,10491908,2022-08-16_14-52-32-627265,10491912,32,
10497012,10497039,2022-08-16_14-52-37-901685,10497042,27,
10502118,10502167,2022-08-16_14-52-43-153156,10502170,49,
10507237,10507288,2022-08-16_14-52-48-413765,10507292,51,
10512376,10512404,2022-08-16_14-52-53-659284,10512408,28,
10517509,10517536,2022-08-16_14-52-58-924203,10517540,27,
10522660,10522690,2022-08-16_14-53-04-207402,10522693,30,
10527796,10527823,2022-08-16_14-53-09-471522,10527827,27,
10532951,10532975,2022-08-16_14-53-14-765880,10532978,24,
10538059,10538101,2022-08-16_14-53-20-023406,10538105,42,
10543193,10543217,2022-08-16_14-53-25-270879,10543221,24,
10548338,10548363,2022-08-16_14-53-30-549652,10548366,25,
10553480,10553505,2022-08-16_14-53-35-826806,10553508,25,
10558587,10558611,2022-08-16_14-53-41-067291,10558615,24,
10563718,10563741,2022-08-16_14-53-46-329525,10563745,23,
10568863,10568890,2022-08-16_14-53-51-608885,10568893,27,
10574040,10574062,2022-08-16_14-53-56-912501,10574065,22,
10579168,10579191,2022-08-16_14-54-02-174639,10579195,23,
10584274,10584298,2022-08-16_14-54-07-407925,10584302,24,
10589561,10589585,2022-08-16_14-54-12-829413,10589589,24,
10594668,10594692,2022-08-16_14-54-18-071455,10594696,24,
10599776,10599798,2022-08-16_14-54-23-311857,10599802,22,
10604930,10604954,2022-08-16_14-54-28-603796,10604957,24,
10610062,10610085,2022-08-16_14-54-33-866067,10610089,23,
10615168,10615194,2022-08-16_14-54-39-107005,10615197,26,
10620275,10620301,2022-08-16_14-54-44-344976,10620304,26,
10625435,10625458,2022-08-16_14-54-49-637166,10625461,23,
10630549,10630574,2022-08-16_14-54-54-884438,10630577,25,
10635655,10635680,2022-08-16_14-55-00-120995,10635683,25,
