RD,TS_received,TS_sent,AK,RoundTrip,
1543394,1543442,2022-07-26_09-25-42-834848,1543447,48,
1548502,1548533,2022-07-26_09-25-48-052435,1548536,31,
1553609,1553634,2022-07-26_09-25-53-280748,1553637,25,
1558765,1558863,2022-07-26_09-25-58-640872,1558867,98,
1563874,1563920,2022-07-26_09-26-03-827034,1563924,46,
1568973,1569002,2022-07-26_09-26-09-033530,1569006,29,
1574142,1574206,2022-07-26_09-26-14-376573,1574210,64,
1579241,1579298,2022-07-26_09-26-19-596360,1579301,57,
1584381,1584406,2022-07-26_09-26-24-834999,1584411,25,
1589499,1589538,2022-07-26_09-26-30-087311,1589541,39,
1594645,1594702,2022-07-26_09-26-35-382080,1594705,57,
1599755,1599786,2022-07-26_09-26-40-597891,1599789,31,
1604852,1604877,2022-07-26_09-26-45-816090,1604880,25,
1609990,1610070,2022-07-26_09-26-51-138722,1610076,80,
1615098,1615159,2022-07-26_09-26-56-358773,1615162,61,
1620206,1620255,2022-07-26_09-27-01-580284,1620258,49,
1625335,1625362,2022-07-26_09-27-06-816348,1625366,27,
1630482,1630509,2022-07-26_09-27-12-095502,1630513,27,
1635598,1635688,2022-07-26_09-27-17-366038,1635693,90,
1640737,1640768,2022-07-26_09-27-22-609231,1640777,31,
1645848,1645919,2022-07-26_09-27-27-897436,1645922,71,
1650994,1651020,2022-07-26_09-27-33-123678,1651023,26,
1656098,1656212,2022-07-26_09-27-38-448387,1661196,114,
1661210,1661232,2022-07-26_09-27-43-599005,1661235,22,
1666308,1666332,2022-07-26_09-27-48-826912,1666336,24,
1671422,1676570,2022-07-26_09-27-54-317423,1676573,5148,
1676574,1681688,2022-07-26_09-27-59-539386,1681696,5114,
1681696,1681781,2022-07-26_09-28-04-662739,1681786,85,
1686845,1686883,2022-07-26_09-28-09-898897,1686886,38,
1691948,1691977,2022-07-26_09-28-15-114693,1691980,29,
1697054,1697160,2022-07-26_09-28-20-431197,1702185,106,
1702198,1702251,2022-07-26_09-28-25-651967,1702254,53,
1707306,1707347,2022-07-26_09-28-30-877224,1707350,41,
1712405,1712431,2022-07-26_09-28-36-085230,1712434,26,
1717513,1722617,2022-07-26_09-28-41-351846,1722627,5104,
1722648,1722725,2022-07-26_09-28-46-639690,1722729,77,
1727729,1727754,2022-07-26_09-28-51-793014,1727757,25,
1732866,1732891,2022-07-26_09-28-57-062896,1732894,25,
1737981,1738013,2022-07-26_09-29-02-312277,1738017,32,
1743097,1743121,2022-07-26_09-29-07-550014,1743125,24,
1748202,1748299,2022-07-26_09-29-12-858693,1748303,97,
1753360,1753395,2022-07-26_09-29-18-083621,1753398,35,
1758466,1758515,2022-07-26_09-29-23-333670,1758519,49,
1763570,1763595,2022-07-26_09-29-28-540285,1763599,25,
1768680,1768767,2022-07-26_09-29-33-840198,1768771,87,
1773786,1773812,2022-07-26_09-29-39-014050,1773815,26,
1778909,1778977,2022-07-26_09-29-44-298814,1778980,68,
1784005,1784030,2022-07-26_09-29-49-489638,1784033,25,
1789122,1789155,2022-07-26_09-29-54-742831,1789160,33,
1794229,1794255,2022-07-26_09-29-59-970796,1794258,26,
1799361,1799441,2022-07-26_09-30-05-288017,1799444,80,
1804493,1804542,2022-07-26_09-30-10-515005,1804545,49,
1809598,1809633,2022-07-26_09-30-15-736305,1809636,35,
1814706,1814745,2022-07-26_09-30-20-962921,1814750,39,
1819810,1819833,2022-07-26_09-30-26-194774,1819837,23,
1824954,1824978,2022-07-26_09-30-31-467349,1824982,24,
1830091,1830118,2022-07-26_09-30-36-737095,1830121,27,
1835197,1835222,2022-07-26_09-30-41-971299,1835225,25,
1840339,1840364,2022-07-26_09-30-47-244924,1840367,25,
1845478,1845502,2022-07-26_09-30-52-510261,1845507,24,
1850600,1850628,2022-07-26_09-30-57-764546,1850631,28,
1855754,1855776,2022-07-26_09-31-03-047341,1855780,22,
1860861,1860908,2022-07-26_09-31-08-284518,1860911,47,
1865992,1866018,2022-07-26_09-31-13-541191,1866023,26,
1871129,1871154,2022-07-26_09-31-18-808039,1871158,25,
1876280,1876308,2022-07-26_09-31-24-092589,1876311,28,
1881421,1881446,2022-07-26_09-31-29-362315,1881450,25,
1886558,1886583,2022-07-26_09-31-34-628723,1886586,25,
1891704,1891734,2022-07-26_09-31-39-905819,1891737,30,
1896821,1896845,2022-07-26_09-31-45-148051,1896849,24,
1901933,1901957,2022-07-26_09-31-50-385360,1901960,24,
1907070,1907112,2022-07-26_09-31-55-654677,1907115,42,
1912217,1912244,2022-07-26_09-32-00-931691,1912247,27,
1917325,1917352,2022-07-26_09-32-06-173876,1917356,27,
1922468,1922496,2022-07-26_09-32-11-442700,1922500,28,
1927584,1927607,2022-07-26_09-32-16-689400,1927611,23,
1932692,1932717,2022-07-26_09-32-21-928932,1932721,25,
1937844,1937867,2022-07-26_09-32-27-209645,1937870,23,
1942986,1943015,2022-07-26_09-32-32-478805,1943018,29,
1948135,1948166,2022-07-26_09-32-37-758500,1948169,31,
1953288,1953322,2022-07-26_09-32-43-054456,1953325,34,
1958435,1958463,2022-07-26_09-32-48-319868,1958466,28,
1963578,1963603,2022-07-26_09-32-53-591291,1963607,25,
1968717,1968746,2022-07-26_09-32-58-862517,1968750,29,
1973824,1973848,2022-07-26_09-33-04-097219,1973851,24,
1978974,1978996,2022-07-26_09-33-09-374537,1979000,22,
1984120,1984140,2022-07-26_09-33-14-648271,1984144,20,
1989267,1989295,2022-07-26_09-33-19-931314,1989299,28,
1994404,1994431,2022-07-26_09-33-25-195762,1994434,27,
1999544,1999568,2022-07-26_09-33-30-464803,1999572,24,
2004680,2004702,2022-07-26_09-33-35-728121,2004705,22,
2009826,2009869,2022-07-26_09-33-41-012109,2009873,43,
2014976,2014999,2022-07-26_09-33-46-288797,2015003,23,
2020117,2020138,2022-07-26_09-33-51-559015,2020142,21,
2025222,2025246,2022-07-26_09-33-56-794684,2025250,24,
2030380,2030404,2022-07-26_09-34-02-084617,2030407,24,
2035487,2035520,2022-07-26_09-34-07-323031,2035523,33,
2040593,2040618,2022-07-26_09-34-12-551537,2040621,25,
2045704,2045740,2022-07-26_09-34-17-795811,2045743,36,
2050811,2050835,2022-07-26_09-34-23-023158,2050839,24,
2055917,2055940,2022-07-26_09-34-28-257828,2055943,23,
2061027,2061049,2022-07-26_09-34-33-499757,2061052,22,
2066133,2066164,2022-07-26_09-34-38-736761,2066167,31,
2071242,2071266,2022-07-26_09-34-43-974727,2071269,24,
2076350,2076378,2022-07-26_09-34-49-216344,2076381,28,
2081501,2081524,2022-07-26_09-34-54-491897,2081528,23,
2086610,2086651,2022-07-26_09-34-59-748286,2086656,41,
2091716,2091747,2022-07-26_09-35-04-973469,2091750,31,
2096824,2096849,2022-07-26_09-35-10-199818,2096852,25,
2101934,2101960,2022-07-26_09-35-15-438406,2101964,26,
2107041,2107065,2022-07-26_09-35-20-675333,2107068,24,
2112149,2112173,2022-07-26_09-35-25-913035,2112177,24,
2117257,2117283,2022-07-26_09-35-31-149028,2117286,26,
2122365,2122390,2022-07-26_09-35-36-385617,2122393,25,
2127526,2127554,2022-07-26_09-35-41-678862,2127558,28,
2132689,2132746,2022-07-26_09-35-47-002947,2132749,57,
2137796,2137837,2022-07-26_09-35-52-222260,2137841,41,
2142905,2142930,2022-07-26_09-35-57-446179,2142934,25,
2148015,2148038,2022-07-26_09-36-02-684741,2148042,23,
2153112,2153138,2022-07-26_09-36-07-908837,2153141,26,
2158228,2158324,2022-07-26_09-36-13-216481,2158327,96,
2163329,2163411,2022-07-26_09-36-18-436717,2163414,82,
2168452,2168507,2022-07-26_09-36-23-662012,2168511,55,
2173559,2173601,2022-07-26_09-36-28-883564,2173604,42,
2178669,2183766,2022-07-26_09-36-34-210630,2183775,5097,
2183789,2183812,2022-07-26_09-36-39-356687,2183816,23,
2188940,2188982,2022-07-26_09-36-44-653722,2188986,42,
2194039,2194069,2022-07-26_09-36-49-866323,2194072,30,
2199229,2199267,2022-07-26_09-36-55-194072,2199271,38,
2204334,2204363,2022-07-26_09-37-00-420291,2204366,29,
2209439,2209468,2022-07-26_09-37-05-660089,2209472,29,
2214546,2214570,2022-07-26_09-37-10-887166,2214573,24,
2219653,2219678,2022-07-26_09-37-16-122335,2219682,25,
2224761,2224834,2022-07-26_09-37-21-412831,2224838,73,
2229910,2229937,2022-07-26_09-37-26-640828,2229940,27,
2235013,2235075,2022-07-26_09-37-31-910780,2235078,62,
2240123,2240146,2022-07-26_09-37-37-111439,2240149,23,
2245231,2245316,2022-07-26_09-37-42-405642,2245319,85,
2250349,2250409,2022-07-26_09-37-47-629254,2250412,60,
2255455,2255525,2022-07-26_09-37-52-865433,2255528,70,
2260565,2265667,2022-07-26_09-37-58-175632,2265682,5102,
2265703,2265789,2022-07-26_09-38-03-399357,2265792,86,
2270772,2270795,2022-07-26_09-38-08-527302,2270799,23,
2275896,2275924,2022-07-26_09-38-13-785653,2275927,28,
2281070,2281095,2022-07-26_09-38-19-087042,2281099,25,
2286208,2286260,2022-07-26_09-38-24-383838,2286263,52,
2291314,2291372,2022-07-26_09-38-29-618782,2291376,58,
2296424,2296453,2022-07-26_09-38-34-833876,2296457,29,
2301529,2301554,2022-07-26_09-38-40-063719,2301558,25,
2306638,2306742,2022-07-26_09-38-45-383767,2306745,104,
2311745,2311835,2022-07-26_09-38-50-604836,2311838,90,
2316917,2316939,2022-07-26_09-38-55-837653,2316943,22,
2322024,2322048,2022-07-26_09-39-01-073423,2322051,24,
2327173,2327224,2022-07-26_09-39-06-376949,2327227,51,
2332283,2332327,2022-07-26_09-39-11-605323,2332330,44,
2337388,2337411,2022-07-26_09-39-16-823564,2337415,23,
2342498,2342604,2022-07-26_09-39-22-146097,2347594,106,
2347608,2347631,2022-07-26_09-39-27-299748,2347634,23,
2352705,2352789,2022-07-26_09-39-32-588747,2352792,84,
2357858,2357889,2022-07-26_09-39-37-815526,2357893,31,
2363020,2363087,2022-07-26_09-39-43-138707,2363092,67,
2368169,2368212,2022-07-26_09-39-48-388342,2368215,43,
2373342,2373366,2022-07-26_09-39-53-686162,2373369,24,
2378472,2378496,2022-07-26_09-39-58-947300,2378499,24,
2383620,2383652,2022-07-26_09-40-04-233569,2383657,32,
2388725,2388749,2022-07-26_09-40-09-459550,2388753,24,
2393828,2393851,2022-07-26_09-40-14-688785,2393855,23,
2398935,2398959,2022-07-26_09-40-19-922091,2398962,24,
2404044,2404127,2022-07-26_09-40-25-223193,2404131,83,
2409183,2409229,2022-07-26_09-40-30-450656,2409233,46,
2414291,2419442,2022-07-26_09-40-35-770748,2419458,5151,
2419481,2419511,2022-07-26_09-40-40-997668,2419514,30,
2424559,2424582,2022-07-26_09-40-46-194820,2424586,23,
2429706,2429734,2022-07-26_09-40-51-468889,2429738,28,
2434820,2434843,2022-07-26_09-40-56-717333,2434848,23,
2439933,2439960,2022-07-26_09-41-01-958708,2439964,27,
2445044,2445079,2022-07-26_09-41-07-207019,2445082,35,
2450153,2450273,2022-07-26_09-41-12-534433,2455257,120,
2455279,2455369,2022-07-26_09-41-17-756385,2455375,90,
2460365,2460388,2022-07-26_09-41-22-902803,2460392,23,
2465519,2465553,2022-07-26_09-41-28-201111,2465556,34,
2470625,2470673,2022-07-26_09-41-33-451454,2470677,48,
2475727,2475752,2022-07-26_09-41-38-658371,2475755,25,
2480834,2480859,2022-07-26_09-41-43-891897,2480862,25,
2485944,2486030,2022-07-26_09-41-49-191765,2486034,86,
2491108,2491133,2022-07-26_09-41-54-420784,2491136,25,
2496219,2496321,2022-07-26_09-41-59-740893,2496325,102,
2501343,2501427,2022-07-26_09-42-04-966745,2501432,84,
2506459,2506485,2022-07-26_09-42-10-154656,2506488,26,
2511575,2511605,2022-07-26_09-42-15-409481,2511609,30,
2516709,2516736,2022-07-26_09-42-20-666792,2516740,27,
2521826,2521878,2022-07-26_09-42-25-941406,2521881,52,
2526926,2526953,2022-07-26_09-42-31-142111,2526956,27,
2532042,2532083,2022-07-26_09-42-36-404358,2532086,41,
2537150,2537177,2022-07-26_09-42-41-622796,2537180,27,
2542252,2542277,2022-07-26_09-42-46-852301,2542280,25,
2547407,2547432,2022-07-26_09-42-52-136794,2547435,25,
2552537,2552560,2022-07-26_09-42-57-397367,2552564,23,
2557646,2557670,2022-07-26_09-43-02-638703,2557673,24,
2562773,2562796,2022-07-26_09-43-07-896274,2562799,23,
2567891,2567933,2022-07-26_09-43-13-161753,2567937,42,
2573009,2573034,2022-07-26_09-43-18-387157,2573037,25,
2578107,2578131,2022-07-26_09-43-23-612138,2578135,24,
2583216,2583316,2022-07-26_09-43-28-929704,2583319,100,
2588324,2588348,2022-07-26_09-43-34-091706,2588351,24,
2593436,2593511,2022-07-26_09-43-39-375266,2593517,75,
2598589,2598616,2022-07-26_09-43-44-614054,2598619,27,
2603694,2603717,2022-07-26_09-43-49-846747,2603723,23,
2608802,2608826,2022-07-26_09-43-55-085842,2608829,24,
2613919,2613983,2022-07-26_09-44-00-371002,2613986,64,
2619026,2619070,2022-07-26_09-44-05-588619,2619073,44,
2624145,2624170,2022-07-26_09-44-10-817290,2624173,25,
2629246,2629271,2022-07-26_09-44-16-046498,2629274,25,
2634381,2634457,2022-07-26_09-44-21-361314,2634460,76,
2639488,2639556,2022-07-26_09-44-26-584129,2639563,68,
2644587,2644636,2022-07-26_09-44-31-804122,2644639,49,
2649705,2649734,2022-07-26_09-44-37-029869,2649737,29,
2654809,2654832,2022-07-26_09-44-42-254350,2654835,23,
2659920,2660024,2022-07-26_09-44-47-574382,2660027,104,
2665041,2665065,2022-07-26_09-44-52-742923,2665068,24,
2670206,2670247,2022-07-26_09-44-58-047442,2670250,41,
2675343,2675429,2022-07-26_09-45-03-356107,2675435,86,
2680496,2680598,2022-07-26_09-45-08-660969,2680602,102,
2685679,2685705,2022-07-26_09-45-13-901309,2685708,26,
2690788,2690811,2022-07-26_09-45-19-132588,2690815,23,
2695947,2695971,2022-07-26_09-45-24-424574,2695975,24,
2701137,2701177,2022-07-26_09-45-29-759526,2701183,40,
2706234,2706282,2022-07-26_09-45-34-997234,2706286,48,
2711348,2711471,2022-07-26_09-45-40-311252,2716451,123,
2716474,2716567,2022-07-26_09-45-45-532092,2716570,93,
2721559,2721583,2022-07-26_09-45-50-681150,2721587,24,
2726668,2726752,2022-07-26_09-45-55-980966,2726755,84,
2731832,2731857,2022-07-26_09-46-01-212698,2731861,25,
2736946,2736968,2022-07-26_09-46-06-453591,2736972,22,
2742051,2742074,2022-07-26_09-46-11-687946,2742078,23,
2747207,2747240,2022-07-26_09-46-16-976125,2747246,33,
2752365,2757468,2022-07-26_09-46-22-281721,2757478,5103,
2757491,2757518,2022-07-26_09-46-27-519168,2757522,27,
2762593,2762635,2022-07-26_09-46-32-749755,2762643,42,
2767745,2767816,2022-07-26_09-46-38-069231,2767820,71,
2772843,2772870,2022-07-26_09-46-43-248652,2772873,27,
2777952,2778000,2022-07-26_09-46-48-512281,2778003,48,
2783067,2783099,2022-07-26_09-46-53-733943,2783102,32,
2788170,2788287,2022-07-26_09-46-59-058935,2793317,117,
2793340,2793376,2022-07-26_09-47-04-272633,2793379,36,
2798451,2798477,2022-07-26_09-47-09-506617,2798482,26,
2803617,2803642,2022-07-26_09-47-14-801577,2803646,25,
2808734,2808775,2022-07-26_09-47-20-049061,2808778,41,
2813840,2813971,2022-07-26_09-47-25-377644,2818948,131,
2818961,2818983,2022-07-26_09-47-30-526618,2818987,22,
2824060,2824084,2022-07-26_09-47-35-758665,2824088,24,
2829174,2829238,2022-07-26_09-47-41-041706,2829241,64,
2834275,2834330,2022-07-26_09-47-46-265064,2834333,55,
2839389,2839414,2022-07-26_09-47-51-478973,2839417,25,
2844496,2844521,2022-07-26_09-47-56-711041,2844524,25,
2849605,2849654,2022-07-26_09-48-01-963165,2849659,49,
2854712,2854736,2022-07-26_09-48-07-183624,2854739,24,
2859829,2859857,2022-07-26_09-48-12-432366,2859861,28,
2864936,2864962,2022-07-26_09-48-17-664955,2864966,26,
2870044,2870069,2022-07-26_09-48-22-901350,2870072,25,
2875152,2875188,2022-07-26_09-48-28-147670,2875191,36,
2880273,2880301,2022-07-26_09-48-33-389693,2880304,28,
2885400,2885504,2022-07-26_09-48-38-722630,2885507,104,
2890503,2890569,2022-07-26_09-48-43-915639,2890572,66,
2895614,2895663,2022-07-26_09-48-49-141192,2895667,49,
2900722,2900780,2022-07-26_09-48-54-374317,2900785,58,
2905856,2905881,2022-07-26_09-48-59-618154,2905884,25,
2910962,2910985,2022-07-26_09-49-04-850926,2910989,23,
2916079,2916134,2022-07-26_09-49-10-132559,2916137,55,
2921198,2921222,2022-07-26_09-49-15-345321,2921225,24,
2926308,2926430,2022-07-26_09-49-20-679629,2931494,122,
2931507,2931532,2022-07-26_09-49-25-912466,2931536,25,
2936657,2936691,2022-07-26_09-49-31-195497,2936694,34,
2941786,2941810,2022-07-26_09-49-36-453496,2941815,24,
2946885,2946908,2022-07-26_09-49-41-679332,2946912,23,
2951989,2952032,2022-07-26_09-49-46-920517,2952035,43,
2957097,2957120,2022-07-26_09-49-52-147110,2957123,23,
2962247,2962288,2022-07-26_09-49-57-444572,2962292,41,
2967352,2967382,2022-07-26_09-50-02-665440,2967386,30,
2972463,2972487,2022-07-26_09-50-07-901634,2972490,24,
2977566,2977592,2022-07-26_09-50-13-133349,2977596,26,
2982678,2982703,2022-07-26_09-50-18-371413,2982706,25,
2987799,2987827,2022-07-26_09-50-23-624706,2987830,28,
2992917,2992954,2022-07-26_09-50-28-878196,2992957,37,
2998024,2998152,2022-07-26_09-50-34-204757,3003122,128,
3003135,3003160,2022-07-26_09-50-39-343438,3003163,25,
3008231,3008257,2022-07-26_09-50-44-574093,3008260,26,
3013339,3013424,2022-07-26_09-50-49-871495,3013428,85,
3018499,3018523,2022-07-26_09-50-55-096381,3018526,24,
3023601,3023626,2022-07-26_09-51-00-329064,3023629,25,
3028708,3028735,2022-07-26_09-51-05-569539,3028738,27,
3033822,3033846,2022-07-26_09-51-10-807998,3033849,24,
3038939,3038965,2022-07-26_09-51-16-055772,3038968,26,
3044154,3044193,2022-07-26_09-51-21-408371,3044199,39,
3049285,3049308,2022-07-26_09-51-26-661305,3049311,23,
3054398,3054423,2022-07-26_09-51-31-906688,3054426,25,
3059550,3059576,2022-07-26_09-51-37-185255,3059580,26,
3064668,3064692,2022-07-26_09-51-42-430870,3064697,24,
3069816,3069867,2022-07-26_09-51-47-737838,3069871,51,
3074924,3074961,2022-07-26_09-51-52-949691,3074965,37,
3080029,3080148,2022-07-26_09-51-58-273874,3085128,119,
3085141,3085167,2022-07-26_09-52-03-417068,3085170,26,
3090286,3090310,2022-07-26_09-52-08-693589,3090312,24,
3095436,3095460,2022-07-26_09-52-13-973773,3095463,24,
3100549,3100622,2022-07-26_09-52-19-264501,3100626,73,
3105663,3105719,2022-07-26_09-52-24-490913,3105722,56,
3110771,3110812,2022-07-26_09-52-29-708032,3110816,41,
3115870,3115893,2022-07-26_09-52-34-918320,3115896,23,
3121010,3121034,2022-07-26_09-52-40-192341,3121038,24,
3126177,3126200,2022-07-26_09-52-45-490692,3126204,23,
3131335,3131403,2022-07-26_09-52-50-813275,3131409,68,
3136447,3136470,2022-07-26_09-52-56-015343,3136473,23,
3141561,3141585,2022-07-26_09-53-01-258618,3141589,24,
3146684,3146710,2022-07-26_09-53-06-511515,3146714,26,
3151793,3151827,2022-07-26_09-53-11-756918,3151831,34,
3156961,3156985,2022-07-26_09-53-17-047673,3156988,24,
3162060,3162099,2022-07-26_09-53-22-283996,3162102,39,
3167177,3167243,2022-07-26_09-53-27-560526,3167248,66,
3172281,3172347,2022-07-26_09-53-32-787903,3172350,66,
3177393,3177431,2022-07-26_09-53-38-009419,3177435,38,
3182500,3182533,2022-07-26_09-53-43-239082,3182536,33,
3187602,3187627,2022-07-26_09-53-48-465238,3187630,25,
3192747,3192773,2022-07-26_09-53-53-737593,3192777,26,
3197856,3197914,2022-07-26_09-53-59-002905,3197919,58,
3202970,3203003,2022-07-26_09-54-04-230129,3203006,33,
3208074,3213232,2022-07-26_09-54-09-548948,3213248,5158,
3213271,3213295,2022-07-26_09-54-14-776743,3213299,24,
3218336,3218380,2022-07-26_09-54-19-994127,3218383,44,
3223452,3228551,2022-07-26_09-54-25-322572,3228561,5099,
3228574,3228624,2022-07-26_09-54-30-467325,3228627,50,
3233670,3233695,2022-07-26_09-54-35-692277,3233698,25,
3238777,3238862,2022-07-26_09-54-40-989420,3238866,85,
3243901,3243933,2022-07-26_09-54-46-192693,3243937,32,
3249009,3249032,2022-07-26_09-54-51-422578,3249035,23,
3254117,3254141,2022-07-26_09-54-56-659081,3254145,24,
3259225,3259249,2022-07-26_09-55-01-895398,3259254,24,
3264338,3264364,2022-07-26_09-55-07-139080,3264367,26,
3269453,3269476,2022-07-26_09-55-12-379139,3269479,23,
3274554,3274580,2022-07-26_09-55-17-608793,3274585,26,
3279662,3279686,2022-07-26_09-55-22-845361,3279689,24,
3284770,3284794,2022-07-26_09-55-28-079891,3284797,24,
3289878,3289910,2022-07-26_09-55-33-320132,3289914,32,
3294986,3295011,2022-07-26_09-55-38-558544,3295014,25,
3300094,3300118,2022-07-26_09-55-43-794885,3300121,24,
3305202,3305230,2022-07-26_09-55-49-028728,3305233,28,
3310311,3310335,2022-07-26_09-55-54-270151,3310338,24,
3315420,3315443,2022-07-26_09-55-59-508968,3315446,23,
3320528,3320554,2022-07-26_09-56-04-746072,3320557,26,
3325636,3325661,2022-07-26_09-56-09-982358,3325664,25,
3330744,3330803,2022-07-26_09-56-15-252765,3330806,59,
3335855,3335881,2022-07-26_09-56-20-463825,3335884,26,
3340980,3341004,2022-07-26_09-56-25-714542,3341007,24,
3346089,3346116,2022-07-26_09-56-30-949547,3346121,27,
3351196,3351222,2022-07-26_09-56-36-187082,3351225,26,
3356303,3356336,2022-07-26_09-56-41-432139,3356340,33,
3361414,3361439,2022-07-26_09-56-46-659272,3361442,25,
3366522,3366550,2022-07-26_09-56-51-898691,3366553,28,
3371697,3371725,2022-07-26_09-56-57-206333,3371728,28,
3376807,3376832,2022-07-26_09-57-02-445223,3376836,25,
3381926,3381954,2022-07-26_09-57-07-694325,3381957,28,
3387033,3387057,2022-07-26_09-57-12-930287,3387061,24,
3392141,3392170,2022-07-26_09-57-18-171253,3392174,29,
3397248,3397278,2022-07-26_09-57-23-399932,3397280,30,
3402357,3402381,2022-07-26_09-57-28-636677,3402385,24,
3407473,3407499,2022-07-26_09-57-33-882808,3407503,26,
3412582,3412607,2022-07-26_09-57-39-120793,3412612,25,
3417688,3417715,2022-07-26_09-57-44-352613,3417718,27,
3422796,3422825,2022-07-26_09-57-49-590882,3422828,29,
3427907,3427932,2022-07-26_09-57-54-830850,3427936,25,
3433045,3433069,2022-07-26_09-58-00-095958,3433072,24,
3438186,3438214,2022-07-26_09-58-05-372086,3438218,28,
3443293,3443317,2022-07-26_09-58-10-604277,3443320,24,
3448401,3448426,2022-07-26_09-58-15-839908,3448429,25,
3453532,3453558,2022-07-26_09-58-21-101374,3453561,26,
3458653,3458679,2022-07-26_09-58-26-348653,3458682,26,
3463796,3463824,2022-07-26_09-58-31-627366,3463827,28,
3468933,3468957,2022-07-26_09-58-36-890760,3468960,24,
3474072,3474096,2022-07-26_09-58-42-158193,3474101,24,
3479194,3479218,2022-07-26_09-58-47-408658,3479221,24,
3484348,3484373,2022-07-26_09-58-52-694453,3484376,25,
3489474,3489512,2022-07-26_09-58-57-963501,3489515,38,
3494627,3494654,2022-07-26_09-59-03-230138,3494657,27,
3499779,3499803,2022-07-26_09-59-08-510310,3499805,24,
3504924,3504951,2022-07-26_09-59-13-789881,3504955,27,
3510056,3510078,2022-07-26_09-59-19-044650,3510081,22,
3515182,3515207,2022-07-26_09-59-24-302655,3515211,25,
3520289,3520315,2022-07-26_09-59-29-539512,3520319,26,
3525442,3525467,2022-07-26_09-59-34-822638,3525470,25,
3530585,3530618,2022-07-26_09-59-40-102577,3530622,33,
3535710,3535736,2022-07-26_09-59-45-348114,3535739,26,
3540858,3540883,2022-07-26_09-59-50-628565,3540886,25,
3545991,3546013,2022-07-26_09-59-55-890373,3546016,22,
3551099,3551125,2022-07-26_10-00-01-126331,3551128,26,
3556226,3556249,2022-07-26_10-00-06-381699,3556252,23,
3561370,3561426,2022-07-26_10-00-11-658448,3561429,56,
3566535,3566560,2022-07-26_10-00-16-951142,3566563,25,
3571689,3576839,2022-07-26_10-00-22-401623,3576843,5150,
3576850,3576874,2022-07-26_10-00-27-527518,3576878,24,
3581977,3582002,2022-07-26_10-00-32-780976,3582005,25,
3587129,3587156,2022-07-26_10-00-38-064940,3587160,27,
